mean_phred_score	n_sequences	sample	read_pair	stage
33	3215496	AP-RNA-2	2	raw_concat
34	1680133	AP-RNA-2	2	raw_concat
35	129414	AP-RNA-2	2	raw_concat
16	18	AP-RNA-3	1	raw_concat
17	126	AP-RNA-3	1	raw_concat
18	702	AP-RNA-3	1	raw_concat
19	3065	AP-RNA-3	1	raw_concat
20	10039	AP-RNA-3	1	raw_concat
21	25044	AP-RNA-3	1	raw_concat
22	47180	AP-RNA-3	1	raw_concat
23	80939	AP-RNA-3	1	raw_concat
24	133342	AP-RNA-3	1	raw_concat
25	215964	AP-RNA-3	1	raw_concat
26	336525	AP-RNA-3	1	raw_concat
27	497806	AP-RNA-3	1	raw_concat
28	694183	AP-RNA-3	1	raw_concat
29	928707	AP-RNA-3	1	raw_concat
30	1190825	AP-RNA-3	1	raw_concat
31	1482632	AP-RNA-3	1	raw_concat
32	1767480	AP-RNA-3	1	raw_concat
33	1867428	AP-RNA-3	1	raw_concat
34	1352823	AP-RNA-3	1	raw_concat
35	254845	AP-RNA-3	1	raw_concat
3	1	AP-RNA-3	2	raw_concat
4	27	AP-RNA-3	2	raw_concat
5	52	AP-RNA-3	2	raw_concat
6	70	AP-RNA-3	2	raw_concat
7	71	AP-RNA-3	2	raw_concat
8	100	AP-RNA-3	2	raw_concat
9	111	AP-RNA-3	2	raw_concat
10	104	AP-RNA-3	2	raw_concat
11	118	AP-RNA-3	2	raw_concat
12	103	AP-RNA-3	2	raw_concat
13	115	AP-RNA-3	2	raw_concat
14	2325	AP-RNA-3	2	raw_concat
15	10141	AP-RNA-3	2	raw_concat
16	24658	AP-RNA-3	2	raw_concat
17	38798	AP-RNA-3	2	raw_concat
18	46391	AP-RNA-3	2	raw_concat
19	52275	AP-RNA-3	2	raw_concat
20	64554	AP-RNA-3	2	raw_concat
21	90711	AP-RNA-3	2	raw_concat
22	133034	AP-RNA-3	2	raw_concat
23	194077	AP-RNA-3	2	raw_concat
24	274571	AP-RNA-3	2	raw_concat
25	376664	AP-RNA-3	2	raw_concat
26	501338	AP-RNA-3	2	raw_concat
27	648290	AP-RNA-3	2	raw_concat
28	826467	AP-RNA-3	2	raw_concat
29	1036062	AP-RNA-3	2	raw_concat
30	1284652	AP-RNA-3	2	raw_concat
31	1530452	AP-RNA-3	2	raw_concat
32	1669154	AP-RNA-3	2	raw_concat
33	1427350	AP-RNA-3	2	raw_concat
34	619235	AP-RNA-3	2	raw_concat
35	37602	AP-RNA-3	2	raw_concat
15	4	AP-RNA-4	1	raw_concat
16	77	AP-RNA-4	1	raw_concat
17	404	AP-RNA-4	1	raw_concat
18	1300	AP-RNA-4	1	raw_concat
19	4397	AP-RNA-4	1	raw_concat
20	12742	AP-RNA-4	1	raw_concat
21	31698	AP-RNA-4	1	raw_concat
22	59964	AP-RNA-4	1	raw_concat
23	102620	AP-RNA-4	1	raw_concat
24	172656	AP-RNA-4	1	raw_concat
25	286010	AP-RNA-4	1	raw_concat
26	455668	AP-RNA-4	1	raw_concat
27	686827	AP-RNA-4	1	raw_concat
28	986229	AP-RNA-4	1	raw_concat
29	1354640	AP-RNA-4	1	raw_concat
30	1804938	AP-RNA-4	1	raw_concat
31	2361627	AP-RNA-4	1	raw_concat
32	3018407	AP-RNA-4	1	raw_concat
33	3552793	AP-RNA-4	1	raw_concat
34	2983072	AP-RNA-4	1	raw_concat
35	661932	AP-RNA-4	1	raw_concat
3	2	AP-RNA-4	2	raw_concat
4	33	AP-RNA-4	2	raw_concat
5	106	AP-RNA-4	2	raw_concat
6	124	AP-RNA-4	2	raw_concat
7	122	AP-RNA-4	2	raw_concat
8	185	AP-RNA-4	2	raw_concat
9	190	AP-RNA-4	2	raw_concat
10	203	AP-RNA-4	2	raw_concat
11	194	AP-RNA-4	2	raw_concat
12	200	AP-RNA-4	2	raw_concat
13	175	AP-RNA-4	2	raw_concat
14	3728	AP-RNA-4	2	raw_concat
15	21857	AP-RNA-4	2	raw_concat
16	49132	AP-RNA-4	2	raw_concat
17	70872	AP-RNA-4	2	raw_concat
18	84038	AP-RNA-4	2	raw_concat
19	95313	AP-RNA-4	2	raw_concat
20	113793	AP-RNA-4	2	raw_concat
21	145257	AP-RNA-4	2	raw_concat
22	198968	AP-RNA-4	2	raw_concat
23	284258	AP-RNA-4	2	raw_concat
24	403201	AP-RNA-4	2	raw_concat
25	555964	AP-RNA-4	2	raw_concat
26	745812	AP-RNA-4	2	raw_concat
27	976074	AP-RNA-4	2	raw_concat
28	1258683	AP-RNA-4	2	raw_concat
29	1614474	AP-RNA-4	2	raw_concat
30	2063644	AP-RNA-4	2	raw_concat
31	2587556	AP-RNA-4	2	raw_concat
32	3025323	AP-RNA-4	2	raw_concat
33	2819509	AP-RNA-4	2	raw_concat
34	1330709	AP-RNA-4	2	raw_concat
35	88306	AP-RNA-4	2	raw_concat
15	3	AP-RNA-5	1	raw_concat
16	28	AP-RNA-5	1	raw_concat
17	161	AP-RNA-5	1	raw_concat
18	634	AP-RNA-5	1	raw_concat
19	2361	AP-RNA-5	1	raw_concat
20	7598	AP-RNA-5	1	raw_concat
21	19184	AP-RNA-5	1	raw_concat
22	37358	AP-RNA-5	1	raw_concat
23	65046	AP-RNA-5	1	raw_concat
24	110804	AP-RNA-5	1	raw_concat
25	185841	AP-RNA-5	1	raw_concat
26	297932	AP-RNA-5	1	raw_concat
27	448380	AP-RNA-5	1	raw_concat
28	645376	AP-RNA-5	1	raw_concat
29	887598	AP-RNA-5	1	raw_concat
30	1183135	AP-RNA-5	1	raw_concat
31	1555205	AP-RNA-5	1	raw_concat
32	2010539	AP-RNA-5	1	raw_concat
33	2397375	AP-RNA-5	1	raw_concat
34	2074388	AP-RNA-5	1	raw_concat
35	488602	AP-RNA-5	1	raw_concat
3	6	AP-RNA-5	2	raw_concat
4	25	AP-RNA-5	2	raw_concat
5	67	AP-RNA-5	2	raw_concat
6	84	AP-RNA-5	2	raw_concat
7	90	AP-RNA-5	2	raw_concat
8	95	AP-RNA-5	2	raw_concat
9	123	AP-RNA-5	2	raw_concat
10	107	AP-RNA-5	2	raw_concat
11	146	AP-RNA-5	2	raw_concat
12	132	AP-RNA-5	2	raw_concat
13	116	AP-RNA-5	2	raw_concat
14	2587	AP-RNA-5	2	raw_concat
15	12918	AP-RNA-5	2	raw_concat
16	28017	AP-RNA-5	2	raw_concat
17	41590	AP-RNA-5	2	raw_concat
18	50770	AP-RNA-5	2	raw_concat
19	58407	AP-RNA-5	2	raw_concat
20	71174	AP-RNA-5	2	raw_concat
21	93722	AP-RNA-5	2	raw_concat
22	130323	AP-RNA-5	2	raw_concat
23	188069	AP-RNA-5	2	raw_concat
24	268200	AP-RNA-5	2	raw_concat
25	369134	AP-RNA-5	2	raw_concat
26	493982	AP-RNA-5	2	raw_concat
27	645464	AP-RNA-5	2	raw_concat
28	832178	AP-RNA-5	2	raw_concat
29	1065641	AP-RNA-5	2	raw_concat
30	1360024	AP-RNA-5	2	raw_concat
31	1716859	AP-RNA-5	2	raw_concat
32	2029134	AP-RNA-5	2	raw_concat
33	1937616	AP-RNA-5	2	raw_concat
34	952911	AP-RNA-5	2	raw_concat
35	67837	AP-RNA-5	2	raw_concat
15	2	AP-RNA-6	1	raw_concat
16	35	AP-RNA-6	1	raw_concat
17	185	AP-RNA-6	1	raw_concat
18	696	AP-RNA-6	1	raw_concat
19	2494	AP-RNA-6	1	raw_concat
20	7463	AP-RNA-6	1	raw_concat
21	18484	AP-RNA-6	1	raw_concat
22	34277	AP-RNA-6	1	raw_concat
23	57198	AP-RNA-6	1	raw_concat
24	94944	AP-RNA-6	1	raw_concat
25	155579	AP-RNA-6	1	raw_concat
26	246191	AP-RNA-6	1	raw_concat
27	370685	AP-RNA-6	1	raw_concat
28	532399	AP-RNA-6	1	raw_concat
29	732072	AP-RNA-6	1	raw_concat
30	969485	AP-RNA-6	1	raw_concat
31	1257609	AP-RNA-6	1	raw_concat
32	1581519	AP-RNA-6	1	raw_concat
33	1823607	AP-RNA-6	1	raw_concat
34	1505374	AP-RNA-6	1	raw_concat
35	332703	AP-RNA-6	1	raw_concat
4	24	AP-RNA-6	2	raw_concat
5	36	AP-RNA-6	2	raw_concat
6	62	AP-RNA-6	2	raw_concat
7	56	AP-RNA-6	2	raw_concat
8	78	AP-RNA-6	2	raw_concat
9	102	AP-RNA-6	2	raw_concat
10	128	AP-RNA-6	2	raw_concat
11	112	AP-RNA-6	2	raw_concat
12	109	AP-RNA-6	2	raw_concat
13	107	AP-RNA-6	2	raw_concat
14	1950	AP-RNA-6	2	raw_concat
15	11352	AP-RNA-6	2	raw_concat
16	27453	AP-RNA-6	2	raw_concat
17	44071	AP-RNA-6	2	raw_concat
18	54961	AP-RNA-6	2	raw_concat
19	62813	AP-RNA-6	2	raw_concat
20	70438	AP-RNA-6	2	raw_concat
21	84489	AP-RNA-6	2	raw_concat
22	110433	AP-RNA-6	2	raw_concat
23	154020	AP-RNA-6	2	raw_concat
24	216093	AP-RNA-6	2	raw_concat
25	296924	AP-RNA-6	2	raw_concat
26	396900	AP-RNA-6	2	raw_concat
27	520835	AP-RNA-6	2	raw_concat
28	673847	AP-RNA-6	2	raw_concat
29	859752	AP-RNA-6	2	raw_concat
30	1093960	AP-RNA-6	2	raw_concat
31	1358955	AP-RNA-6	2	raw_concat
32	1564699	AP-RNA-6	2	raw_concat
33	1422811	AP-RNA-6	2	raw_concat
34	652605	AP-RNA-6	2	raw_concat
35	42826	AP-RNA-6	2	raw_concat
15	1	AP-RNA-7	1	raw_concat
16	20	AP-RNA-7	1	raw_concat
17	133	AP-RNA-7	1	raw_concat
18	663	AP-RNA-7	1	raw_concat
19	2272	AP-RNA-7	1	raw_concat
20	7119	AP-RNA-7	1	raw_concat
21	16837	AP-RNA-7	1	raw_concat
22	31427	AP-RNA-7	1	raw_concat
23	52007	AP-RNA-7	1	raw_concat
24	85806	AP-RNA-7	1	raw_concat
25	140367	AP-RNA-7	1	raw_concat
26	220578	AP-RNA-7	1	raw_concat
27	328932	AP-RNA-7	1	raw_concat
28	470433	AP-RNA-7	1	raw_concat
29	645028	AP-RNA-7	1	raw_concat
30	858049	AP-RNA-7	1	raw_concat
31	1121271	AP-RNA-7	1	raw_concat
32	1438224	AP-RNA-7	1	raw_concat
33	1692314	AP-RNA-7	1	raw_concat
34	1441138	AP-RNA-7	1	raw_concat
35	333159	AP-RNA-7	1	raw_concat
3	1	AP-RNA-7	2	raw_concat
4	17	AP-RNA-7	2	raw_concat
5	48	AP-RNA-7	2	raw_concat
6	73	AP-RNA-7	2	raw_concat
7	58	AP-RNA-7	2	raw_concat
8	77	AP-RNA-7	2	raw_concat
9	92	AP-RNA-7	2	raw_concat
10	102	AP-RNA-7	2	raw_concat
11	92	AP-RNA-7	2	raw_concat
12	89	AP-RNA-7	2	raw_concat
13	97	AP-RNA-7	2	raw_concat
14	1799	AP-RNA-7	2	raw_concat
15	10048	AP-RNA-7	2	raw_concat
16	21929	AP-RNA-7	2	raw_concat
17	32957	AP-RNA-7	2	raw_concat
18	42009	AP-RNA-7	2	raw_concat
19	49702	AP-RNA-7	2	raw_concat
20	58597	AP-RNA-7	2	raw_concat
21	72617	AP-RNA-7	2	raw_concat
22	96819	AP-RNA-7	2	raw_concat
23	135269	AP-RNA-7	2	raw_concat
24	189810	AP-RNA-7	2	raw_concat
25	261488	AP-RNA-7	2	raw_concat
26	349519	AP-RNA-7	2	raw_concat
27	459294	AP-RNA-7	2	raw_concat
28	591437	AP-RNA-7	2	raw_concat
29	762040	AP-RNA-7	2	raw_concat
30	976171	AP-RNA-7	2	raw_concat
31	1228689	AP-RNA-7	2	raw_concat
32	1447405	AP-RNA-7	2	raw_concat
33	1374033	AP-RNA-7	2	raw_concat
34	675725	AP-RNA-7	2	raw_concat
35	47675	AP-RNA-7	2	raw_concat
15	2	AP-RNA-8	1	raw_concat
16	34	AP-RNA-8	1	raw_concat
17	185	AP-RNA-8	1	raw_concat
18	715	AP-RNA-8	1	raw_concat
19	2369	AP-RNA-8	1	raw_concat
20	7255	AP-RNA-8	1	raw_concat
21	17953	AP-RNA-8	1	raw_concat
22	31988	AP-RNA-8	1	raw_concat
23	49814	AP-RNA-8	1	raw_concat
24	79838	AP-RNA-8	1	raw_concat
25	129041	AP-RNA-8	1	raw_concat
26	204921	AP-RNA-8	1	raw_concat
27	306572	AP-RNA-8	1	raw_concat
28	438900	AP-RNA-8	1	raw_concat
29	602324	AP-RNA-8	1	raw_concat
30	801421	AP-RNA-8	1	raw_concat
31	1048521	AP-RNA-8	1	raw_concat
32	1343119	AP-RNA-8	1	raw_concat
33	1584905	AP-RNA-8	1	raw_concat
34	1359866	AP-RNA-8	1	raw_concat
35	316992	AP-RNA-8	1	raw_concat
4	16	AP-RNA-8	2	raw_concat
5	44	AP-RNA-8	2	raw_concat
6	52	AP-RNA-8	2	raw_concat
7	56	AP-RNA-8	2	raw_concat
8	73	AP-RNA-8	2	raw_concat
9	92	AP-RNA-8	2	raw_concat
10	93	AP-RNA-8	2	raw_concat
11	79	AP-RNA-8	2	raw_concat
12	100	AP-RNA-8	2	raw_concat
13	80	AP-RNA-8	2	raw_concat
14	2041	AP-RNA-8	2	raw_concat
15	12204	AP-RNA-8	2	raw_concat
16	29188	AP-RNA-8	2	raw_concat
17	44319	AP-RNA-8	2	raw_concat
18	52025	AP-RNA-8	2	raw_concat
19	56697	AP-RNA-8	2	raw_concat
20	63663	AP-RNA-8	2	raw_concat
21	74319	AP-RNA-8	2	raw_concat
22	94387	AP-RNA-8	2	raw_concat
23	128865	AP-RNA-8	2	raw_concat
24	177675	AP-RNA-8	2	raw_concat
25	242911	AP-RNA-8	2	raw_concat
26	324428	AP-RNA-8	2	raw_concat
27	423654	AP-RNA-8	2	raw_concat
28	547906	AP-RNA-8	2	raw_concat
29	701104	AP-RNA-8	2	raw_concat
30	898206	AP-RNA-8	2	raw_concat
31	1136172	AP-RNA-8	2	raw_concat
32	1348034	AP-RNA-8	2	raw_concat
33	1287896	AP-RNA-8	2	raw_concat
34	635056	AP-RNA-8	2	raw_concat
35	45300	AP-RNA-8	2	raw_concat
16	49	AP-RNA-9	1	raw_concat
17	224	AP-RNA-9	1	raw_concat
18	775	AP-RNA-9	1	raw_concat
19	2330	AP-RNA-9	1	raw_concat
20	5815	AP-RNA-9	1	raw_concat
21	13179	AP-RNA-9	1	raw_concat
22	23638	AP-RNA-9	1	raw_concat
23	40380	AP-RNA-9	1	raw_concat
24	68153	AP-RNA-9	1	raw_concat
25	112203	AP-RNA-9	1	raw_concat
26	177979	AP-RNA-9	1	raw_concat
27	267407	AP-RNA-9	1	raw_concat
28	384041	AP-RNA-9	1	raw_concat
29	526245	AP-RNA-9	1	raw_concat
30	692428	AP-RNA-9	1	raw_concat
31	893421	AP-RNA-9	1	raw_concat
32	1135337	AP-RNA-9	1	raw_concat
33	1342613	AP-RNA-9	1	raw_concat
34	1172051	AP-RNA-9	1	raw_concat
35	280045	AP-RNA-9	1	raw_concat
4	15	AP-RNA-9	2	raw_concat
5	40	AP-RNA-9	2	raw_concat
6	43	AP-RNA-9	2	raw_concat
7	48	AP-RNA-9	2	raw_concat
8	73	AP-RNA-9	2	raw_concat
9	82	AP-RNA-9	2	raw_concat
10	73	AP-RNA-9	2	raw_concat
11	62	AP-RNA-9	2	raw_concat
12	69	AP-RNA-9	2	raw_concat
13	95	AP-RNA-9	2	raw_concat
14	3788	AP-RNA-9	2	raw_concat
15	15771	AP-RNA-9	2	raw_concat
16	35297	AP-RNA-9	2	raw_concat
17	52643	AP-RNA-9	2	raw_concat
18	59115	AP-RNA-9	2	raw_concat
19	58576	AP-RNA-9	2	raw_concat
20	58691	AP-RNA-9	2	raw_concat
21	64060	AP-RNA-9	2	raw_concat
22	80841	AP-RNA-9	2	raw_concat
23	111014	AP-RNA-9	2	raw_concat
24	155015	AP-RNA-9	2	raw_concat
25	213151	AP-RNA-9	2	raw_concat
26	283463	AP-RNA-9	2	raw_concat
27	367598	AP-RNA-9	2	raw_concat
28	471536	AP-RNA-9	2	raw_concat
29	603865	AP-RNA-9	2	raw_concat
30	767773	AP-RNA-9	2	raw_concat
31	962915	AP-RNA-9	2	raw_concat
32	1132938	AP-RNA-9	2	raw_concat
33	1075554	AP-RNA-9	2	raw_concat
34	526655	AP-RNA-9	2	raw_concat
35	37454	AP-RNA-9	2	raw_concat
25	23146	AP-DNA-10	1	cleaned
26	128444	AP-DNA-10	1	cleaned
27	388811	AP-DNA-10	1	cleaned
28	883560	AP-DNA-10	1	cleaned
29	1620200	AP-DNA-10	1	cleaned
30	2548546	AP-DNA-10	1	cleaned
31	3606989	AP-DNA-10	1	cleaned
32	4751344	AP-DNA-10	1	cleaned
33	5680751	AP-DNA-10	1	cleaned
34	5354957	AP-DNA-10	1	cleaned
35	2199232	AP-DNA-10	1	cleaned
36	2616	AP-DNA-10	1	cleaned
25	111618	AP-DNA-10	2	cleaned
26	397744	AP-DNA-10	2	cleaned
27	842093	AP-DNA-10	2	cleaned
28	1483278	AP-DNA-10	2	cleaned
29	2297427	AP-DNA-10	2	cleaned
30	3244738	AP-DNA-10	2	cleaned
31	4268792	AP-DNA-10	2	cleaned
32	5141265	AP-DNA-10	2	cleaned
33	5158799	AP-DNA-10	2	cleaned
34	3370376	AP-DNA-10	2	cleaned
35	869168	AP-DNA-10	2	cleaned
36	3298	AP-DNA-10	2	cleaned
25	15671	AP-DNA-11	1	cleaned
26	88010	AP-DNA-11	1	cleaned
27	266622	AP-DNA-11	1	cleaned
28	611154	AP-DNA-11	1	cleaned
29	1124356	AP-DNA-11	1	cleaned
30	1764279	AP-DNA-11	1	cleaned
31	2480029	AP-DNA-11	1	cleaned
32	3243072	AP-DNA-11	1	cleaned
33	3923551	AP-DNA-11	1	cleaned
34	4026091	AP-DNA-11	1	cleaned
35	2115806	AP-DNA-11	1	cleaned
36	1965	AP-DNA-11	1	cleaned
25	72894	AP-DNA-11	2	cleaned
26	261586	AP-DNA-11	2	cleaned
27	561854	AP-DNA-11	2	cleaned
28	999734	AP-DNA-11	2	cleaned
29	1559304	AP-DNA-11	2	cleaned
30	2203767	AP-DNA-11	2	cleaned
31	2896813	AP-DNA-11	2	cleaned
32	3530940	AP-DNA-11	2	cleaned
33	3725513	AP-DNA-11	2	cleaned
34	2849260	AP-DNA-11	2	cleaned
35	996524	AP-DNA-11	2	cleaned
36	2417	AP-DNA-11	2	cleaned
25	11892	AP-DNA-12	1	cleaned
26	65987	AP-DNA-12	1	cleaned
27	196887	AP-DNA-12	1	cleaned
28	448305	AP-DNA-12	1	cleaned
29	826380	AP-DNA-12	1	cleaned
30	1306389	AP-DNA-12	1	cleaned
31	1868418	AP-DNA-12	1	cleaned
32	2512430	AP-DNA-12	1	cleaned
33	3231560	AP-DNA-12	1	cleaned
34	3733671	AP-DNA-12	1	cleaned
35	2393998	AP-DNA-12	1	cleaned
36	2057	AP-DNA-12	1	cleaned
25	57492	AP-DNA-12	2	cleaned
26	195426	AP-DNA-12	2	cleaned
27	410118	AP-DNA-12	2	cleaned
28	723442	AP-DNA-12	2	cleaned
29	1125680	AP-DNA-12	2	cleaned
30	1603096	AP-DNA-12	2	cleaned
31	2150302	AP-DNA-12	2	cleaned
32	2752465	AP-DNA-12	2	cleaned
33	3215168	AP-DNA-12	2	cleaned
34	2963293	AP-DNA-12	2	cleaned
35	1399167	AP-DNA-12	2	cleaned
36	2325	AP-DNA-12	2	cleaned
25	10634	AP-DNA-13	1	cleaned
26	61827	AP-DNA-13	1	cleaned
27	191758	AP-DNA-13	1	cleaned
28	445599	AP-DNA-13	1	cleaned
29	833318	AP-DNA-13	1	cleaned
30	1331084	AP-DNA-13	1	cleaned
31	1922297	AP-DNA-13	1	cleaned
32	2609987	AP-DNA-13	1	cleaned
33	3358628	AP-DNA-13	1	cleaned
34	3786683	AP-DNA-13	1	cleaned
35	2244979	AP-DNA-13	1	cleaned
36	1944	AP-DNA-13	1	cleaned
25	61034	AP-DNA-13	2	cleaned
26	231918	AP-DNA-13	2	cleaned
27	501732	AP-DNA-13	2	cleaned
28	903969	AP-DNA-13	2	cleaned
29	1432190	AP-DNA-13	2	cleaned
30	2041650	AP-DNA-13	2	cleaned
31	2673819	AP-DNA-13	2	cleaned
32	3162284	AP-DNA-13	2	cleaned
33	3118831	AP-DNA-13	2	cleaned
34	2102333	AP-DNA-13	2	cleaned
35	567038	AP-DNA-13	2	cleaned
36	1940	AP-DNA-13	2	cleaned
25	9422	AP-DNA-14	1	cleaned
26	55916	AP-DNA-14	1	cleaned
27	175401	AP-DNA-14	1	cleaned
28	411531	AP-DNA-14	1	cleaned
29	772913	AP-DNA-14	1	cleaned
30	1242039	AP-DNA-14	1	cleaned
31	1799686	AP-DNA-14	1	cleaned
32	2424485	AP-DNA-14	1	cleaned
33	2975340	AP-DNA-14	1	cleaned
34	2799804	AP-DNA-14	1	cleaned
35	1039755	AP-DNA-14	1	cleaned
36	860	AP-DNA-14	1	cleaned
25	68904	AP-DNA-14	2	cleaned
26	273048	AP-DNA-14	2	cleaned
27	595689	AP-DNA-14	2	cleaned
28	1050900	AP-DNA-14	2	cleaned
29	1602421	AP-DNA-14	2	cleaned
30	2149502	AP-DNA-14	2	cleaned
31	2530437	AP-DNA-14	2	cleaned
32	2517260	AP-DNA-14	2	cleaned
33	1908364	AP-DNA-14	2	cleaned
34	864646	AP-DNA-14	2	cleaned
35	145084	AP-DNA-14	2	cleaned
36	897	AP-DNA-14	2	cleaned
25	4752	AP-DNA-15	1	cleaned
26	26682	AP-DNA-15	1	cleaned
27	79809	AP-DNA-15	1	cleaned
28	180752	AP-DNA-15	1	cleaned
29	334651	AP-DNA-15	1	cleaned
30	543713	AP-DNA-15	1	cleaned
31	818508	AP-DNA-15	1	cleaned
32	1166837	AP-DNA-15	1	cleaned
33	1509862	AP-DNA-15	1	cleaned
34	1401354	AP-DNA-15	1	cleaned
35	372395	AP-DNA-15	1	cleaned
36	283	AP-DNA-15	1	cleaned
25	25907	AP-DNA-15	2	cleaned
26	95712	AP-DNA-15	2	cleaned
27	205509	AP-DNA-15	2	cleaned
28	366256	AP-DNA-15	2	cleaned
29	582109	AP-DNA-15	2	cleaned
30	851901	AP-DNA-15	2	cleaned
31	1138391	AP-DNA-15	2	cleaned
32	1336482	AP-DNA-15	2	cleaned
33	1180089	AP-DNA-15	2	cleaned
34	567267	AP-DNA-15	2	cleaned
35	89578	AP-DNA-15	2	cleaned
36	397	AP-DNA-15	2	cleaned
25	7767	AP-DNA-16	1	cleaned
26	42749	AP-DNA-16	1	cleaned
27	124329	AP-DNA-16	1	cleaned
28	275225	AP-DNA-16	1	cleaned
29	503007	AP-DNA-16	1	cleaned
30	809760	AP-DNA-16	1	cleaned
31	1212725	AP-DNA-16	1	cleaned
32	1735572	AP-DNA-16	1	cleaned
33	2292972	AP-DNA-16	1	cleaned
34	2226427	AP-DNA-16	1	cleaned
35	635582	AP-DNA-16	1	cleaned
36	492	AP-DNA-16	1	cleaned
25	33447	AP-DNA-16	2	cleaned
26	116994	AP-DNA-16	2	cleaned
27	249594	AP-DNA-16	2	cleaned
28	446378	AP-DNA-16	2	cleaned
29	713187	AP-DNA-16	2	cleaned
30	1066887	AP-DNA-16	2	cleaned
31	1520720	AP-DNA-16	2	cleaned
32	2005229	AP-DNA-16	2	cleaned
33	2157147	AP-DNA-16	2	cleaned
34	1315814	AP-DNA-16	2	cleaned
35	240346	AP-DNA-16	2	cleaned
36	864	AP-DNA-16	2	cleaned
25	45751	AP-DNA-1	1	cleaned
26	254058	AP-DNA-1	1	cleaned
27	767421	AP-DNA-1	1	cleaned
28	1755039	AP-DNA-1	1	cleaned
29	3250446	AP-DNA-1	1	cleaned
30	5167285	AP-DNA-1	1	cleaned
31	7437523	AP-DNA-1	1	cleaned
32	10136326	AP-DNA-1	1	cleaned
33	13254412	AP-DNA-1	1	cleaned
34	15657319	AP-DNA-1	1	cleaned
35	10134576	AP-DNA-1	1	cleaned
36	8711	AP-DNA-1	1	cleaned
25	227419	AP-DNA-1	2	cleaned
26	802356	AP-DNA-1	2	cleaned
27	1703384	AP-DNA-1	2	cleaned
28	3033937	AP-DNA-1	2	cleaned
29	4769833	AP-DNA-1	2	cleaned
30	6848410	AP-DNA-1	2	cleaned
31	9240140	AP-DNA-1	2	cleaned
32	11768488	AP-DNA-1	2	cleaned
33	13382087	AP-DNA-1	2	cleaned
34	11533918	AP-DNA-1	2	cleaned
35	4549873	AP-DNA-1	2	cleaned
36	9022	AP-DNA-1	2	cleaned
25	24850	AP-DNA-3	1	cleaned
26	134587	AP-DNA-3	1	cleaned
27	401102	AP-DNA-3	1	cleaned
28	917577	AP-DNA-3	1	cleaned
29	1711457	AP-DNA-3	1	cleaned
30	2731499	AP-DNA-3	1	cleaned
31	3964889	AP-DNA-3	1	cleaned
32	5518291	AP-DNA-3	1	cleaned
33	7591782	AP-DNA-3	1	cleaned
34	10003404	AP-DNA-3	1	cleaned
35	7261085	AP-DNA-3	1	cleaned
36	4963	AP-DNA-3	1	cleaned
25	114695	AP-DNA-3	2	cleaned
26	393321	AP-DNA-3	2	cleaned
27	835016	AP-DNA-3	2	cleaned
28	1499776	AP-DNA-3	2	cleaned
29	2390059	AP-DNA-3	2	cleaned
30	3480617	AP-DNA-3	2	cleaned
31	4799161	AP-DNA-3	2	cleaned
32	6415544	AP-DNA-3	2	cleaned
33	8050708	AP-DNA-3	2	cleaned
34	8273035	AP-DNA-3	2	cleaned
35	4008497	AP-DNA-3	2	cleaned
36	5057	AP-DNA-3	2	cleaned
25	9578	AP-DNA-4	1	cleaned
26	53873	AP-DNA-4	1	cleaned
27	161095	AP-DNA-4	1	cleaned
28	363904	AP-DNA-4	1	cleaned
29	662153	AP-DNA-4	1	cleaned
30	1037495	AP-DNA-4	1	cleaned
31	1476076	AP-DNA-4	1	cleaned
32	1956503	AP-DNA-4	1	cleaned
33	2397535	AP-DNA-4	1	cleaned
34	2379042	AP-DNA-4	1	cleaned
35	1093854	AP-DNA-4	1	cleaned
36	1287	AP-DNA-4	1	cleaned
25	40640	AP-DNA-4	2	cleaned
26	140386	AP-DNA-4	2	cleaned
27	301084	AP-DNA-4	2	cleaned
28	539784	AP-DNA-4	2	cleaned
29	850551	AP-DNA-4	2	cleaned
30	1225773	AP-DNA-4	2	cleaned
31	1661989	AP-DNA-4	2	cleaned
32	2111756	AP-DNA-4	2	cleaned
33	2330295	AP-DNA-4	2	cleaned
34	1774716	AP-DNA-4	2	cleaned
35	613820	AP-DNA-4	2	cleaned
36	1601	AP-DNA-4	2	cleaned
25	13088	AP-DNA-5	1	cleaned
26	71402	AP-DNA-5	1	cleaned
27	212344	AP-DNA-5	1	cleaned
28	484548	AP-DNA-5	1	cleaned
29	887179	AP-DNA-5	1	cleaned
30	1399921	AP-DNA-5	1	cleaned
31	2003776	AP-DNA-5	1	cleaned
32	2689642	AP-DNA-5	1	cleaned
33	3371093	AP-DNA-5	1	cleaned
34	3542728	AP-DNA-5	1	cleaned
35	1830032	AP-DNA-5	1	cleaned
36	1766	AP-DNA-5	1	cleaned
25	60288	AP-DNA-5	2	cleaned
26	208720	AP-DNA-5	2	cleaned
27	439826	AP-DNA-5	2	cleaned
28	780163	AP-DNA-5	2	cleaned
29	1218236	AP-DNA-5	2	cleaned
30	1743784	AP-DNA-5	2	cleaned
31	2345428	AP-DNA-5	2	cleaned
32	2964935	AP-DNA-5	2	cleaned
33	3271026	AP-DNA-5	2	cleaned
34	2573413	AP-DNA-5	2	cleaned
35	899498	AP-DNA-5	2	cleaned
36	2202	AP-DNA-5	2	cleaned
25	10605	AP-DNA-6	1	cleaned
26	58898	AP-DNA-6	1	cleaned
27	177032	AP-DNA-6	1	cleaned
