mean_phred_score	n_sequences	sample	read_pair	stage
30	2122080	AP-DNA-14	2	ribo_initial
31	2490515	AP-DNA-14	2	ribo_initial
32	2470983	AP-DNA-14	2	ribo_initial
33	1870419	AP-DNA-14	2	ribo_initial
34	847040	AP-DNA-14	2	ribo_initial
35	141806	AP-DNA-14	2	ribo_initial
36	867	AP-DNA-14	2	ribo_initial
25	4734	AP-DNA-15	1	ribo_initial
26	26584	AP-DNA-15	1	ribo_initial
27	79232	AP-DNA-15	1	ribo_initial
28	178336	AP-DNA-15	1	ribo_initial
29	326667	AP-DNA-15	1	ribo_initial
30	521358	AP-DNA-15	1	ribo_initial
31	764504	AP-DNA-15	1	ribo_initial
32	1054551	AP-DNA-15	1	ribo_initial
33	1318606	AP-DNA-15	1	ribo_initial
34	1204213	AP-DNA-15	1	ribo_initial
35	323994	AP-DNA-15	1	ribo_initial
36	268	AP-DNA-15	1	ribo_initial
25	25703	AP-DNA-15	2	ribo_initial
26	94818	AP-DNA-15	2	ribo_initial
27	202147	AP-DNA-15	2	ribo_initial
28	355895	AP-DNA-15	2	ribo_initial
29	555379	AP-DNA-15	2	ribo_initial
30	792414	AP-DNA-15	2	ribo_initial
31	1027871	AP-DNA-15	2	ribo_initial
32	1173626	AP-DNA-15	2	ribo_initial
33	1017333	AP-DNA-15	2	ribo_initial
34	483017	AP-DNA-15	2	ribo_initial
35	74458	AP-DNA-15	2	ribo_initial
36	386	AP-DNA-15	2	ribo_initial
25	7721	AP-DNA-16	1	ribo_initial
26	42403	AP-DNA-16	1	ribo_initial
27	122565	AP-DNA-16	1	ribo_initial
28	268405	AP-DNA-16	1	ribo_initial
29	478624	AP-DNA-16	1	ribo_initial
30	740235	AP-DNA-16	1	ribo_initial
31	1041898	AP-DNA-16	1	ribo_initial
32	1373273	AP-DNA-16	1	ribo_initial
33	1666335	AP-DNA-16	1	ribo_initial
34	1569055	AP-DNA-16	1	ribo_initial
35	476181	AP-DNA-16	1	ribo_initial
36	451	AP-DNA-16	1	ribo_initial
25	32972	AP-DNA-16	2	ribo_initial
26	115147	AP-DNA-16	2	ribo_initial
27	243074	AP-DNA-16	2	ribo_initial
28	425445	AP-DNA-16	2	ribo_initial
29	655205	AP-DNA-16	2	ribo_initial
30	928888	AP-DNA-16	2	ribo_initial
31	1233422	AP-DNA-16	2	ribo_initial
32	1511418	AP-DNA-16	2	ribo_initial
33	1542079	AP-DNA-16	2	ribo_initial
34	930745	AP-DNA-16	2	ribo_initial
35	167996	AP-DNA-16	2	ribo_initial
36	755	AP-DNA-16	2	ribo_initial
25	45699	AP-DNA-1	1	ribo_initial
26	253728	AP-DNA-1	1	ribo_initial
27	765586	AP-DNA-1	1	ribo_initial
28	1747455	AP-DNA-1	1	ribo_initial
29	3227540	AP-DNA-1	1	ribo_initial
30	5112705	AP-DNA-1	1	ribo_initial
31	7328401	AP-DNA-1	1	ribo_initial
32	9945214	AP-DNA-1	1	ribo_initial
33	12952098	AP-DNA-1	1	ribo_initial
34	15232704	AP-DNA-1	1	ribo_initial
35	9741633	AP-DNA-1	1	ribo_initial
36	8549	AP-DNA-1	1	ribo_initial
24	3	AP-DNA-1	2	ribo_initial
25	226708	AP-DNA-1	2	ribo_initial
26	799344	AP-DNA-1	2	ribo_initial
27	1694130	AP-DNA-1	2	ribo_initial
28	3009125	AP-DNA-1	2	ribo_initial
29	4714058	AP-DNA-1	2	ribo_initial
30	6744071	AP-DNA-1	2	ribo_initial
31	9065548	AP-DNA-1	2	ribo_initial
32	11512066	AP-DNA-1	2	ribo_initial
33	13053107	AP-DNA-1	2	ribo_initial
34	11183980	AP-DNA-1	2	ribo_initial
35	4350381	AP-DNA-1	2	ribo_initial
36	8791	AP-DNA-1	2	ribo_initial
25	24823	AP-DNA-3	1	ribo_initial
26	134320	AP-DNA-3	1	ribo_initial
27	399776	AP-DNA-3	1	ribo_initial
28	911991	AP-DNA-3	1	ribo_initial
29	1695207	AP-DNA-3	1	ribo_initial
30	2693750	AP-DNA-3	1	ribo_initial
31	3892742	AP-DNA-3	1	ribo_initial
32	5394463	AP-DNA-3	1	ribo_initial
33	7393082	AP-DNA-3	1	ribo_initial
34	9698357	AP-DNA-3	1	ribo_initial
35	6964725	AP-DNA-3	1	ribo_initial
36	4889	AP-DNA-3	1	ribo_initial
24	1	AP-DNA-3	2	ribo_initial
25	114304	AP-DNA-3	2	ribo_initial
26	391754	AP-DNA-3	2	ribo_initial
27	829657	AP-DNA-3	2	ribo_initial
28	1485361	AP-DNA-3	2	ribo_initial
29	2357621	AP-DNA-3	2	ribo_initial
30	3418608	AP-DNA-3	2	ribo_initial
31	4695182	AP-DNA-3	2	ribo_initial
32	6257824	AP-DNA-3	2	ribo_initial
33	7830437	AP-DNA-3	2	ribo_initial
34	7999143	AP-DNA-3	2	ribo_initial
35	3823285	AP-DNA-3	2	ribo_initial
36	4948	AP-DNA-3	2	ribo_initial
25	9575	AP-DNA-4	1	ribo_initial
26	53825	AP-DNA-4	1	ribo_initial
27	160849	AP-DNA-4	1	ribo_initial
28	362996	AP-DNA-4	1	ribo_initial
29	659361	AP-DNA-4	1	ribo_initial
30	1030628	AP-DNA-4	1	ribo_initial
31	1461711	AP-DNA-4	1	ribo_initial
32	1930534	AP-DNA-4	1	ribo_initial
33	2359671	AP-DNA-4	1	ribo_initial
34	2340818	AP-DNA-4	1	ribo_initial
35	1075904	AP-DNA-4	1	ribo_initial
36	1272	AP-DNA-4	1	ribo_initial
25	40575	AP-DNA-4	2	ribo_initial
26	140129	AP-DNA-4	2	ribo_initial
27	300328	AP-DNA-4	2	ribo_initial
28	537679	AP-DNA-4	2	ribo_initial
29	845578	AP-DNA-4	2	ribo_initial
30	1215289	AP-DNA-4	2	ribo_initial
31	1642941	AP-DNA-4	2	ribo_initial
32	2081549	AP-DNA-4	2	ribo_initial
33	2293424	AP-DNA-4	2	ribo_initial
34	1746424	AP-DNA-4	2	ribo_initial
35	601651	AP-DNA-4	2	ribo_initial
36	1577	AP-DNA-4	2	ribo_initial
25	13079	AP-DNA-5	1	ribo_initial
26	71318	AP-DNA-5	1	ribo_initial
27	211999	AP-DNA-5	1	ribo_initial
28	483146	AP-DNA-5	1	ribo_initial
29	883086	AP-DNA-5	1	ribo_initial
30	1389545	AP-DNA-5	1	ribo_initial
31	1982012	AP-DNA-5	1	ribo_initial
32	2650866	AP-DNA-5	1	ribo_initial
33	3313547	AP-DNA-5	1	ribo_initial
34	3479128	AP-DNA-5	1	ribo_initial
35	1792262	AP-DNA-5	1	ribo_initial
36	1744	AP-DNA-5	1	ribo_initial
25	60162	AP-DNA-5	2	ribo_initial
26	208288	AP-DNA-5	2	ribo_initial
27	438349	AP-DNA-5	2	ribo_initial
28	776202	AP-DNA-5	2	ribo_initial
29	1209329	AP-DNA-5	2	ribo_initial
30	1725615	AP-DNA-5	2	ribo_initial
31	2314192	AP-DNA-5	2	ribo_initial
32	2917922	AP-DNA-5	2	ribo_initial
33	3215158	AP-DNA-5	2	ribo_initial
34	2526274	AP-DNA-5	2	ribo_initial
35	878084	AP-DNA-5	2	ribo_initial
36	2157	AP-DNA-5	2	ribo_initial
25	10595	AP-DNA-6	1	ribo_initial
26	58827	AP-DNA-6	1	ribo_initial
27	176726	AP-DNA-6	1	ribo_initial
28	401576	AP-DNA-6	1	ribo_initial
29	737041	AP-DNA-6	1	ribo_initial
30	1159950	AP-DNA-6	1	ribo_initial
31	1658971	AP-DNA-6	1	ribo_initial
32	2226325	AP-DNA-6	1	ribo_initial
33	2791703	AP-DNA-6	1	ribo_initial
34	2902144	AP-DNA-6	1	ribo_initial
35	1435631	AP-DNA-6	1	ribo_initial
36	1557	AP-DNA-6	1	ribo_initial
25	49242	AP-DNA-6	2	ribo_initial
26	169619	AP-DNA-6	2	ribo_initial
27	358231	AP-DNA-6	2	ribo_initial
28	632422	AP-DNA-6	2	ribo_initial
29	984563	AP-DNA-6	2	ribo_initial
30	1410043	AP-DNA-6	2	ribo_initial
31	1898011	AP-DNA-6	2	ribo_initial
32	2419154	AP-DNA-6	2	ribo_initial
33	2707979	AP-DNA-6	2	ribo_initial
34	2157213	AP-DNA-6	2	ribo_initial
35	772594	AP-DNA-6	2	ribo_initial
36	1975	AP-DNA-6	2	ribo_initial
25	9801	AP-DNA-7	1	ribo_initial
26	53224	AP-DNA-7	1	ribo_initial
27	161126	AP-DNA-7	1	ribo_initial
28	364820	AP-DNA-7	1	ribo_initial
29	666207	AP-DNA-7	1	ribo_initial
30	1050161	AP-DNA-7	1	ribo_initial
31	1498079	AP-DNA-7	1	ribo_initial
32	2012612	AP-DNA-7	1	ribo_initial
33	2524764	AP-DNA-7	1	ribo_initial
34	2624383	AP-DNA-7	1	ribo_initial
35	1297806	AP-DNA-7	1	ribo_initial
36	1496	AP-DNA-7	1	ribo_initial
25	43220	AP-DNA-7	2	ribo_initial
26	152766	AP-DNA-7	2	ribo_initial
27	325126	AP-DNA-7	2	ribo_initial
28	578804	AP-DNA-7	2	ribo_initial
29	907074	AP-DNA-7	2	ribo_initial
30	1297005	AP-DNA-7	2	ribo_initial
31	1748815	AP-DNA-7	2	ribo_initial
32	2213057	AP-DNA-7	2	ribo_initial
33	2441571	AP-DNA-7	2	ribo_initial
34	1897421	AP-DNA-7	2	ribo_initial
35	657742	AP-DNA-7	2	ribo_initial
36	1878	AP-DNA-7	2	ribo_initial
25	10190	AP-DNA-8	1	ribo_initial
26	56081	AP-DNA-8	1	ribo_initial
27	169739	AP-DNA-8	1	ribo_initial
28	385937	AP-DNA-8	1	ribo_initial
29	702188	AP-DNA-8	1	ribo_initial
30	1098888	AP-DNA-8	1	ribo_initial
31	1549322	AP-DNA-8	1	ribo_initial
32	2035047	AP-DNA-8	1	ribo_initial
33	2456538	AP-DNA-8	1	ribo_initial
34	2387424	AP-DNA-8	1	ribo_initial
35	1066080	AP-DNA-8	1	ribo_initial
36	1203	AP-DNA-8	1	ribo_initial
25	45891	AP-DNA-8	2	ribo_initial
26	160033	AP-DNA-8	2	ribo_initial
27	338685	AP-DNA-8	2	ribo_initial
28	599557	AP-DNA-8	2	ribo_initial
29	931724	AP-DNA-8	2	ribo_initial
30	1322234	AP-DNA-8	2	ribo_initial
31	1757109	AP-DNA-8	2	ribo_initial
32	2176864	AP-DNA-8	2	ribo_initial
33	2320806	AP-DNA-8	2	ribo_initial
34	1708060	AP-DNA-8	2	ribo_initial
35	556162	AP-DNA-8	2	ribo_initial
36	1512	AP-DNA-8	2	ribo_initial
25	7757	AP-DNA-9	1	ribo_initial
26	44871	AP-DNA-9	1	ribo_initial
27	135565	AP-DNA-9	1	ribo_initial
28	308694	AP-DNA-9	1	ribo_initial
29	564209	AP-DNA-9	1	ribo_initial
30	882115	AP-DNA-9	1	ribo_initial
31	1242554	AP-DNA-9	1	ribo_initial
32	1624402	AP-DNA-9	1	ribo_initial
33	1923849	AP-DNA-9	1	ribo_initial
34	1762517	AP-DNA-9	1	ribo_initial
35	652697	AP-DNA-9	1	ribo_initial
36	925	AP-DNA-9	1	ribo_initial
25	36730	AP-DNA-9	2	ribo_initial
26	132340	AP-DNA-9	2	ribo_initial
27	279679	AP-DNA-9	2	ribo_initial
28	492188	AP-DNA-9	2	ribo_initial
29	760002	AP-DNA-9	2	ribo_initial
30	1073971	AP-DNA-9	2	ribo_initial
31	1406425	AP-DNA-9	2	ribo_initial
32	1717445	AP-DNA-9	2	ribo_initial
33	1763715	AP-DNA-9	2	ribo_initial
34	1175693	AP-DNA-9	2	ribo_initial
35	310783	AP-DNA-9	2	ribo_initial
36	1184	AP-DNA-9	2	ribo_initial
25	7341	AP-RNA-10	1	ribo_initial
26	37067	AP-RNA-10	1	ribo_initial
27	105062	AP-RNA-10	1	ribo_initial
28	220460	AP-RNA-10	1	ribo_initial
29	364385	AP-RNA-10	1	ribo_initial
30	508739	AP-RNA-10	1	ribo_initial
31	641401	AP-RNA-10	1	ribo_initial
32	771574	AP-RNA-10	1	ribo_initial
33	873008	AP-RNA-10	1	ribo_initial
34	797871	AP-RNA-10	1	ribo_initial
35	273887	AP-RNA-10	1	ribo_initial
36	463	AP-RNA-10	1	ribo_initial
25	35761	AP-RNA-10	2	ribo_initial
26	111969	AP-RNA-10	2	ribo_initial
27	214821	AP-RNA-10	2	ribo_initial
28	332455	AP-RNA-10	2	ribo_initial
29	451878	AP-RNA-10	2	ribo_initial
30	562693	AP-RNA-10	2	ribo_initial
31	671827	AP-RNA-10	2	ribo_initial
32	771888	AP-RNA-10	2	ribo_initial
33	791436	AP-RNA-10	2	ribo_initial
34	534802	AP-RNA-10	2	ribo_initial
35	121056	AP-RNA-10	2	ribo_initial
36	672	AP-RNA-10	2	ribo_initial
25	9829	AP-RNA-11	1	ribo_initial
26	48802	AP-RNA-11	1	ribo_initial
27	139292	AP-RNA-11	1	ribo_initial
28	294107	AP-RNA-11	1	ribo_initial
29	489440	AP-RNA-11	1	ribo_initial
30	681540	AP-RNA-11	1	ribo_initial
31	846410	AP-RNA-11	1	ribo_initial
32	969416	AP-RNA-11	1	ribo_initial
33	1019733	AP-RNA-11	1	ribo_initial
34	826469	AP-RNA-11	1	ribo_initial
35	247686	AP-RNA-11	1	ribo_initial
36	451	AP-RNA-11	1	ribo_initial
25	43789	AP-RNA-11	2	ribo_initial
26	143205	AP-RNA-11	2	ribo_initial
27	280630	AP-RNA-11	2	ribo_initial
28	445836	AP-RNA-11	2	ribo_initial
29	610807	AP-RNA-11	2	ribo_initial
30	757637	AP-RNA-11	2	ribo_initial
31	878950	AP-RNA-11	2	ribo_initial
32	950270	AP-RNA-11	2	ribo_initial
33	867329	AP-RNA-11	2	ribo_initial
34	496793	AP-RNA-11	2	ribo_initial
35	97280	AP-RNA-11	2	ribo_initial
36	649	AP-RNA-11	2	ribo_initial
25	9785	AP-RNA-12	1	ribo_initial
26	50765	AP-RNA-12	1	ribo_initial
27	147848	AP-RNA-12	1	ribo_initial
28	321013	AP-RNA-12	1	ribo_initial
29	554749	AP-RNA-12	1	ribo_initial
30	815465	AP-RNA-12	1	ribo_initial
31	1084221	AP-RNA-12	1	ribo_initial
32	1366545	AP-RNA-12	1	ribo_initial
33	1610176	AP-RNA-12	1	ribo_initial
34	1511069	AP-RNA-12	1	ribo_initial
35	527498	AP-RNA-12	1	ribo_initial
36	911	AP-RNA-12	1	ribo_initial
25	49349	AP-RNA-12	2	ribo_initial
26	153740	AP-RNA-12	2	ribo_initial
27	302559	AP-RNA-12	2	ribo_initial
28	489479	AP-RNA-12	2	ribo_initial
29	699097	AP-RNA-12	2	ribo_initial
30	919290	AP-RNA-12	2	ribo_initial
31	1159158	AP-RNA-12	2	ribo_initial
32	1405630	AP-RNA-12	2	ribo_initial
33	1506661	AP-RNA-12	2	ribo_initial
34	1067208	AP-RNA-12	2	ribo_initial
35	246476	AP-RNA-12	2	ribo_initial
36	1398	AP-RNA-12	2	ribo_initial
25	10098	AP-RNA-13	1	ribo_initial
26	49537	AP-RNA-13	1	ribo_initial
27	138933	AP-RNA-13	1	ribo_initial
28	293751	AP-RNA-13	1	ribo_initial
29	494920	AP-RNA-13	1	ribo_initial
30	709186	AP-RNA-13	1	ribo_initial
31	920784	AP-RNA-13	1	ribo_initial
32	1119662	AP-RNA-13	1	ribo_initial
33	1271932	AP-RNA-13	1	ribo_initial
34	1137419	AP-RNA-13	1	ribo_initial
35	376154	AP-RNA-13	1	ribo_initial
36	654	AP-RNA-13	1	ribo_initial
25	47178	AP-RNA-13	2	ribo_initial
26	144697	AP-RNA-13	2	ribo_initial
27	277335	AP-RNA-13	2	ribo_initial
28	439897	AP-RNA-13	2	ribo_initial
29	612115	AP-RNA-13	2	ribo_initial
30	783904	AP-RNA-13	2	ribo_initial
31	963088	AP-RNA-13	2	ribo_initial
32	1129722	AP-RNA-13	2	ribo_initial
33	1164477	AP-RNA-13	2	ribo_initial
34	781790	AP-RNA-13	2	ribo_initial
35	177802	AP-RNA-13	2	ribo_initial
36	1025	AP-RNA-13	2	ribo_initial
25	3832	AP-RNA-14	1	ribo_initial
26	19894	AP-RNA-14	1	ribo_initial
27	55425	AP-RNA-14	1	ribo_initial
28	116675	AP-RNA-14	1	ribo_initial
29	193737	AP-RNA-14	1	ribo_initial
30	270912	AP-RNA-14	1	ribo_initial
31	344323	AP-RNA-14	1	ribo_initial
32	418709	AP-RNA-14	1	ribo_initial
33	485036	AP-RNA-14	1	ribo_initial
34	457452	AP-RNA-14	1	ribo_initial
35	158560	AP-RNA-14	1	ribo_initial
36	205	AP-RNA-14	1	ribo_initial
25	18396	AP-RNA-14	2	ribo_initial
26	56944	AP-RNA-14	2	ribo_initial
27	109925	AP-RNA-14	2	ribo_initial
28	173077	AP-RNA-14	2	ribo_initial
29	237208	AP-RNA-14	2	ribo_initial
30	297648	AP-RNA-14	2	ribo_initial
31	362450	AP-RNA-14	2	ribo_initial
32	427004	AP-RNA-14	2	ribo_initial
33	452736	AP-RNA-14	2	ribo_initial
34	317087	AP-RNA-14	2	ribo_initial
35	71950	AP-RNA-14	2	ribo_initial
36	335	AP-RNA-14	2	ribo_initial
25	418	AP-RNA-15	1	ribo_initial
26	1335	AP-RNA-15	1	ribo_initial
27	2656	AP-RNA-15	1	ribo_initial
28	4597	AP-RNA-15	1	ribo_initial
29	7063	AP-RNA-15	1	ribo_initial
30	9475	AP-RNA-15	1	ribo_initial
31	11929	AP-RNA-15	1	ribo_initial
32	14459	AP-RNA-15	1	ribo_initial
33	17323	AP-RNA-15	1	ribo_initial
34	16967	AP-RNA-15	1	ribo_initial
35	6782	AP-RNA-15	1	ribo_initial
36	12	AP-RNA-15	1	ribo_initial
25	1157	AP-RNA-15	2	ribo_initial
26	2993	AP-RNA-15	2	ribo_initial
27	4729	AP-RNA-15	2	ribo_initial
28	6368	AP-RNA-15	2	ribo_initial
29	8401	AP-RNA-15	2	ribo_initial
30	10389	AP-RNA-15	2	ribo_initial
31	12449	AP-RNA-15	2	ribo_initial
32	15017	AP-RNA-15	2	ribo_initial
33	16289	AP-RNA-15	2	ribo_initial
34	11988	AP-RNA-15	2	ribo_initial
35	3228	AP-RNA-15	2	ribo_initial
36	8	AP-RNA-15	2	ribo_initial
25	293	AP-RNA-16	1	ribo_initial
26	1121	AP-RNA-16	1	ribo_initial
27	2346	AP-RNA-16	1	ribo_initial
28	4291	AP-RNA-16	1	ribo_initial
29	6489	AP-RNA-16	1	ribo_initial
30	8841	AP-RNA-16	1	ribo_initial
31	11087	AP-RNA-16	1	ribo_initial
32	13658	AP-RNA-16	1	ribo_initial
33	16455	AP-RNA-16	1	ribo_initial
34	16153	AP-RNA-16	1	ribo_initial
35	6965	AP-RNA-16	1	ribo_initial
36	8	AP-RNA-16	1	ribo_initial
25	977	AP-RNA-16	2	ribo_initial
26	2650	AP-RNA-16	2	ribo_initial
27	4266	AP-RNA-16	2	ribo_initial
28	5851	AP-RNA-16	2	ribo_initial
29	7630	AP-RNA-16	2	ribo_initial
30	9782	AP-RNA-16	2	ribo_initial
31	11853	AP-RNA-16	2	ribo_initial
32	14318	AP-RNA-16	2	ribo_initial
33	15472	AP-RNA-16	2	ribo_initial
34	11544	AP-RNA-16	2	ribo_initial
35	3346	AP-RNA-16	2	ribo_initial
36	18	AP-RNA-16	2	ribo_initial
25	14297	AP-RNA-1	1	ribo_initial
26	71585	AP-RNA-1	1	ribo_initial
27	204483	AP-RNA-1	1	ribo_initial
28	439281	AP-RNA-1	1	ribo_initial
29	755524	AP-RNA-1	1	ribo_initial
30	1105934	AP-RNA-1	1	ribo_initial
31	1463587	AP-RNA-1	1	ribo_initial
32	1822459	AP-RNA-1	1	ribo_initial
33	2102556	AP-RNA-1	1	ribo_initial
34	1919658	AP-RNA-1	1	ribo_initial
35	662277	AP-RNA-1	1	ribo_initial
36	1102	AP-RNA-1	1	ribo_initial
24	1	AP-RNA-1	2	ribo_initial
25	68482	AP-RNA-1	2	ribo_initial
26	210003	AP-RNA-1	2	ribo_initial
27	408405	AP-RNA-1	2	ribo_initial
28	662689	AP-RNA-1	2	ribo_initial
29	941994	AP-RNA-1	2	ribo_initial
30	1239195	AP-RNA-1	2	ribo_initial
31	1550608	AP-RNA-1	2	ribo_initial
32	1857327	AP-RNA-1	2	ribo_initial
33	1949730	AP-RNA-1	2	ribo_initial
34	1349143	AP-RNA-1	2	ribo_initial
35	323498	AP-RNA-1	2	ribo_initial
36	1668	AP-RNA-1	2	ribo_initial
25	16510	AP-RNA-2	1	ribo_initial
26	85501	AP-RNA-2	1	ribo_initial
27	247007	AP-RNA-2	1	ribo_initial
28	534454	AP-RNA-2	1	ribo_initial
29	927529	AP-RNA-2	1	ribo_initial
30	1369777	AP-RNA-2	1	ribo_initial
31	1831623	AP-RNA-2	1	ribo_initial
32	2321910	AP-RNA-2	1	ribo_initial
33	2749283	AP-RNA-2	1	ribo_initial
34	2624202	AP-RNA-2	1	ribo_initial
35	987876	AP-RNA-2	1	ribo_initial
36	1477	AP-RNA-2	1	ribo_initial
25	82343	AP-RNA-2	2	ribo_initial
26	258165	AP-RNA-2	2	ribo_initial
27	508690	AP-RNA-2	2	ribo_initial
28	825778	AP-RNA-2	2	ribo_initial
29	1182803	AP-RNA-2	2	ribo_initial
30	1565221	AP-RNA-2	2	ribo_initial
31	1975831	AP-RNA-2	2	ribo_initial
32	2396091	AP-RNA-2	2	ribo_initial
33	2573527	AP-RNA-2	2	ribo_initial
34	1854381	AP-RNA-2	2	ribo_initial
35	471978	AP-RNA-2	2	ribo_initial
36	2341	AP-RNA-2	2	ribo_initial
25	11526	AP-RNA-3	1	ribo_initial
26	59018	AP-RNA-3	1	ribo_initial
27	170582	AP-RNA-3	1	ribo_initial
28	365469	AP-RNA-3	1	ribo_initial
29	627612	AP-RNA-3	1	ribo_initial
30	909242	AP-RNA-3	1	ribo_initial
31	1168390	AP-RNA-3	1	ribo_initial
32	1375614	AP-RNA-3	1	ribo_initial
33	1452802	AP-RNA-3	1	ribo_initial
34	1178260	AP-RNA-3	1	ribo_initial
35	387723	AP-RNA-3	1	ribo_initial
36	667	AP-RNA-3	1	ribo_initial
24	1	AP-RNA-3	2	ribo_initial
25	51446	AP-RNA-3	2	ribo_initial
26	162840	AP-RNA-3	2	ribo_initial
27	323311	AP-RNA-3	2	ribo_initial
28	530117	AP-RNA-3	2	ribo_initial
29	762123	AP-RNA-3	2	ribo_initial
30	993308	AP-RNA-3	2	ribo_initial
31	1209032	AP-RNA-3	2	ribo_initial
32	1361168	AP-RNA-3	2	ribo_initial
33	1295539	AP-RNA-3	2	ribo_initial
34	811165	AP-RNA-3	2	ribo_initial
35	205852	AP-RNA-3	2	ribo_initial
36	1003	AP-RNA-3	2	ribo_initial
25	15976	AP-RNA-4	1	ribo_initial
26	79667	AP-RNA-4	1	ribo_initial
27	221048	AP-RNA-4	1	ribo_initial
28	456750	AP-RNA-4	1	ribo_initial
29	745303	AP-RNA-4	1	ribo_initial
30	1023246	AP-RNA-4	1	ribo_initial
31	1278030	AP-RNA-4	1	ribo_initial
32	1515642	AP-RNA-4	1	ribo_initial
33	1700943	AP-RNA-4	1	ribo_initial
34	1520835	AP-RNA-4	1	ribo_initial
35	504322	AP-RNA-4	1	ribo_initial
36	800	AP-RNA-4	1	ribo_initial
25	74337	AP-RNA-4	2	ribo_initial
26	227246	AP-RNA-4	2	ribo_initial
27	429552	AP-RNA-4	2	ribo_initial
28	662349	AP-RNA-4	2	ribo_initial
29	889699	AP-RNA-4	2	ribo_initial
30	1103707	AP-RNA-4	2	ribo_initial
31	1313543	AP-RNA-4	2	ribo_initial
32	1515277	AP-RNA-4	2	ribo_initial
33	1552444	AP-RNA-4	2	ribo_initial
34	1051055	AP-RNA-4	2	ribo_initial
35	241979	AP-RNA-4	2	ribo_initial
36	1374	AP-RNA-4	2	ribo_initial
25	10489	AP-RNA-5	1	ribo_initial
26	52452	AP-RNA-5	1	ribo_initial
27	146081	AP-RNA-5	1	ribo_initial
28	302345	AP-RNA-5	1	ribo_initial
29	492474	AP-RNA-5	1	ribo_initial
30	679293	AP-RNA-5	1	ribo_initial
31	847962	AP-RNA-5	1	ribo_initial
32	1014835	AP-RNA-5	1	ribo_initial
33	1162370	AP-RNA-5	1	ribo_initial
34	1073536	AP-RNA-5	1	ribo_initial
35	377149	AP-RNA-5	1	ribo_initial
36	525	AP-RNA-5	1	ribo_initial
25	50878	AP-RNA-5	2	ribo_initial
26	155050	AP-RNA-5	2	ribo_initial
27	290374	AP-RNA-5	2	ribo_initial
28	446165	AP-RNA-5	2	ribo_initial
29	597382	AP-RNA-5	2	ribo_initial
30	734805	AP-RNA-5	2	ribo_initial
31	876587	AP-RNA-5	2	ribo_initial
32	1019944	AP-RNA-5	2	ribo_initial
33	1064749	AP-RNA-5	2	ribo_initial
34	744381	AP-RNA-5	2	ribo_initial
35	178374	AP-RNA-5	2	ribo_initial
36	822	AP-RNA-5	2	ribo_initial
25	8888	AP-RNA-6	1	ribo_initial
26	43142	AP-RNA-6	1	ribo_initial
27	122777	AP-RNA-6	1	ribo_initial
28	257200	AP-RNA-6	1	ribo_initial
29	424527	AP-RNA-6	1	ribo_initial
30	593272	AP-RNA-6	1	ribo_initial
31	750638	AP-RNA-6	1	ribo_initial
32	894607	AP-RNA-6	1	ribo_initial
33	994988	AP-RNA-6	1	ribo_initial
34	872229	AP-RNA-6	1	ribo_initial
35	283416	AP-RNA-6	1	ribo_initial
36	457	AP-RNA-6	1	ribo_initial
25	41328	AP-RNA-6	2	ribo_initial
26	128324	AP-RNA-6	2	ribo_initial
27	244291	AP-RNA-6	2	ribo_initial
28	382850	AP-RNA-6	2	ribo_initial
29	522346	AP-RNA-6	2	ribo_initial
30	652372	AP-RNA-6	2	ribo_initial
31	778498	AP-RNA-6	2	ribo_initial
32	892825	AP-RNA-6	2	ribo_initial
33	893942	AP-RNA-6	2	ribo_initial
34	579902	AP-RNA-6	2	ribo_initial
35	128684	AP-RNA-6	2	ribo_initial
36	779	AP-RNA-6	2	ribo_initial
25	7845	AP-RNA-7	1	ribo_initial
26	39476	AP-RNA-7	1	ribo_initial
27	110247	AP-RNA-7	1	ribo_initial
28	231007	AP-RNA-7	1	ribo_initial
29	383614	AP-RNA-7	1	ribo_initial
30	539080	AP-RNA-7	1	ribo_initial
31	688552	AP-RNA-7	1	ribo_initial
32	837151	AP-RNA-7	1	ribo_initial
33	959723	AP-RNA-7	1	ribo_initial
34	881053	AP-RNA-7	1	ribo_initial
35	303435	AP-RNA-7	1	ribo_initial
36	457	AP-RNA-7	1	ribo_initial
24	1	AP-RNA-7	2	ribo_initial
25	36566	AP-RNA-7	2	ribo_initial
26	112847	AP-RNA-7	2	ribo_initial
27	217322	AP-RNA-7	2	ribo_initial
28	343130	AP-RNA-7	2	ribo_initial
29	472778	AP-RNA-7	2	ribo_initial
30	598056	AP-RNA-7	2	ribo_initial
31	723466	AP-RNA-7	2	ribo_initial
32	848368	AP-RNA-7	2	ribo_initial
33	884609	AP-RNA-7	2	ribo_initial
34	604555	AP-RNA-7	2	ribo_initial
35	139138	AP-RNA-7	2	ribo_initial
36	804	AP-RNA-7	2	ribo_initial
25	7238	AP-RNA-8	1	ribo_initial
26	36015	AP-RNA-8	1	ribo_initial
27	101215	AP-RNA-8	1	ribo_initial
28	211616	AP-RNA-8	1	ribo_initial
29	350902	AP-RNA-8	1	ribo_initial
30	494168	AP-RNA-8	1	ribo_initial
31	632659	AP-RNA-8	1	ribo_initial
32	769730	AP-RNA-8	1	ribo_initial
33	883052	AP-RNA-8	1	ribo_initial
34	812451	AP-RNA-8	1	ribo_initial
35	276853	AP-RNA-8	1	ribo_initial
36	398	AP-RNA-8	1	ribo_initial
25	35388	AP-RNA-8	2	ribo_initial
