taxid	name	rank	parent_taxid	sample	n_reads_direct	n_reads_clade
694003	unknown virus	species	2509481	AP-RNA-2	0	2
696746	human papillomavirus 115	serotype	334207	AP-DNA-10	1	1
696746	human papillomavirus 115	serotype	334207	AP-DNA-14	3	3
696746	human papillomavirus 115	serotype	334207	AP-DNA-6	2	2
696746	human papillomavirus 115	serotype	334207	AP-RNA-5	5	5
696746	human papillomavirus 115	serotype	334207	AP-DNA-9	2	2
696746	human papillomavirus 115	serotype	334207	AP-DNA-5	16	16
696746	human papillomavirus 115	serotype	334207	AP-RNA-12	2	2
696746	human papillomavirus 115	serotype	334207	AP-RNA-13	1	1
696746	human papillomavirus 115	serotype	334207	AP-RNA-4	1	1
696746	human papillomavirus 115	serotype	334207	AP-RNA-6	2	2
720708	Human papillomavirus 117	serotype	337039	AP-DNA-2	4	4
720708	Human papillomavirus 117	serotype	337039	AP-DNA-3	1	1
720708	Human papillomavirus 117	serotype	337039	AP-RNA-12	1	1
735504	unclassified Gammapapillomavirus	no rank	325455	AP-DNA-10	0	4
735504	unclassified Gammapapillomavirus	no rank	325455	AP-DNA-2	0	3
735504	unclassified Gammapapillomavirus	no rank	325455	AP-DNA-7	0	2
735504	unclassified Gammapapillomavirus	no rank	325455	AP-DNA-12	0	2
735504	unclassified Gammapapillomavirus	no rank	325455	AP-DNA-4	0	3
735504	unclassified Gammapapillomavirus	no rank	325455	AP-DNA-8	0	1
735504	unclassified Gammapapillomavirus	no rank	325455	AP-DNA-9	0	2
735504	unclassified Gammapapillomavirus	no rank	325455	AP-DNA-3	0	1
735504	unclassified Gammapapillomavirus	no rank	325455	AP-DNA-1	0	2
735504	unclassified Gammapapillomavirus	no rank	325455	AP-RNA-1	0	3
735504	unclassified Gammapapillomavirus	no rank	325455	AP-DNA-15	0	2
735504	unclassified Gammapapillomavirus	no rank	325455	AP-DNA-5	0	1
735504	unclassified Gammapapillomavirus	no rank	325455	AP-RNA-10	0	1
735504	unclassified Gammapapillomavirus	no rank	325455	AP-RNA-11	0	1
735504	unclassified Gammapapillomavirus	no rank	325455	AP-RNA-12	0	2
735504	unclassified Gammapapillomavirus	no rank	325455	AP-RNA-13	0	2
735504	unclassified Gammapapillomavirus	no rank	325455	AP-RNA-2	0	3
735504	unclassified Gammapapillomavirus	no rank	325455	AP-RNA-4	0	5
735504	unclassified Gammapapillomavirus	no rank	325455	AP-RNA-6	0	2
735504	unclassified Gammapapillomavirus	no rank	325455	AP-RNA-7	0	1
735504	unclassified Gammapapillomavirus	no rank	325455	AP-RNA-8	0	4
735504	unclassified Gammapapillomavirus	no rank	325455	AP-RNA-9	0	2
743811	human papillomavirus 150	serotype	334209	AP-DNA-1	2	2
743811	human papillomavirus 150	serotype	334209	AP-DNA-5	2	2
743811	human papillomavirus 150	serotype	334209	AP-RNA-2	1	1
743812	Human papillomavirus 151	serotype	333924	AP-DNA-10	5	5
743812	Human papillomavirus 151	serotype	333924	AP-DNA-11	2	2
743812	Human papillomavirus 151	serotype	333924	AP-DNA-13	1	1
743812	Human papillomavirus 151	serotype	333924	AP-DNA-14	1	1
743812	Human papillomavirus 151	serotype	333924	AP-DNA-2	2	2
743812	Human papillomavirus 151	serotype	333924	AP-DNA-6	2	2
743812	Human papillomavirus 151	serotype	333924	AP-DNA-7	4	4
743812	Human papillomavirus 151	serotype	333924	AP-RNA-5	2	2
743812	Human papillomavirus 151	serotype	333924	AP-DNA-12	19	19
743812	Human papillomavirus 151	serotype	333924	AP-DNA-8	1	1
743812	Human papillomavirus 151	serotype	333924	AP-DNA-9	102	102
743812	Human papillomavirus 151	serotype	333924	AP-DNA-1	3	3
743812	Human papillomavirus 151	serotype	333924	AP-RNA-10	1	1
743812	Human papillomavirus 151	serotype	333924	AP-RNA-11	1	1
743812	Human papillomavirus 151	serotype	333924	AP-RNA-12	14	14
743812	Human papillomavirus 151	serotype	333924	AP-RNA-2	1	1
743812	Human papillomavirus 151	serotype	333924	AP-RNA-6	3	3
743812	Human papillomavirus 151	serotype	333924	AP-RNA-7	2	2
743812	Human papillomavirus 151	serotype	333924	AP-RNA-8	1	1
743812	Human papillomavirus 151	serotype	333924	AP-RNA-9	44	44
746832	Human papillomavirus 127	serotype	1513257	AP-DNA-13	1	1
746832	Human papillomavirus 127	serotype	1513257	AP-DNA-6	1	1
746832	Human papillomavirus 127	serotype	1513257	AP-DNA-7	1	1
746832	Human papillomavirus 127	serotype	1513257	AP-DNA-4	1	1
746832	Human papillomavirus 127	serotype	1513257	AP-DNA-8	1	1
746832	Human papillomavirus 127	serotype	1513257	AP-DNA-9	1	1
746832	Human papillomavirus 127	serotype	1513257	AP-RNA-4	1	1
765051	human papillomavirus 119	serotype	1175850	AP-DNA-14	1	1
765051	human papillomavirus 119	serotype	1175850	AP-DNA-4	1	1
765051	human papillomavirus 119	serotype	1175850	AP-RNA-1	1	1
765051	human papillomavirus 119	serotype	1175850	AP-DNA-5	1	1
765051	human papillomavirus 119	serotype	1175850	AP-RNA-12	1	1
765052	Human papillomavirus 120	serotype	333924	AP-DNA-10	1	1
765052	Human papillomavirus 120	serotype	333924	AP-DNA-2	2	2
765052	Human papillomavirus 120	serotype	333924	AP-DNA-6	2	2
765052	Human papillomavirus 120	serotype	333924	AP-DNA-4	3	3
765052	Human papillomavirus 120	serotype	333924	AP-DNA-8	1	1
765052	Human papillomavirus 120	serotype	333924	AP-DNA-3	2	2
765052	Human papillomavirus 120	serotype	333924	AP-DNA-1	3	3
765052	Human papillomavirus 120	serotype	333924	AP-DNA-5	1	1
765052	Human papillomavirus 120	serotype	333924	AP-RNA-10	2	2
765052	Human papillomavirus 120	serotype	333924	AP-RNA-2	1	1
765052	Human papillomavirus 120	serotype	333924	AP-RNA-4	1	1
765054	Human papillomavirus 122	serotype	333924	AP-DNA-7	1	1
765054	Human papillomavirus 122	serotype	333924	AP-DNA-9	1	1
765054	Human papillomavirus 122	serotype	333924	AP-DNA-1	3	3
765054	Human papillomavirus 122	serotype	333924	AP-RNA-1	2	2
765054	Human papillomavirus 122	serotype	333924	AP-RNA-2	2	2
765054	Human papillomavirus 122	serotype	333924	AP-RNA-4	1	1
765054	Human papillomavirus 122	serotype	333924	AP-RNA-6	1	1
765054	Human papillomavirus 122	serotype	333924	AP-RNA-8	2	2
765054	Human papillomavirus 122	serotype	333924	AP-RNA-9	1	1
765055	Human papillomavirus 123	serotype	1175849	AP-DNA-8	1	1
765056	human papillomavirus 124	serotype	337051	AP-DNA-10	1	1
765056	human papillomavirus 124	serotype	337051	AP-DNA-11	1	1
765056	human papillomavirus 124	serotype	337051	AP-DNA-13	1	1
765056	human papillomavirus 124	serotype	337051	AP-DNA-14	1	1
765056	human papillomavirus 124	serotype	337051	AP-DNA-7	3	3
765056	human papillomavirus 124	serotype	337051	AP-RNA-3	1	1
765056	human papillomavirus 124	serotype	337051	AP-DNA-3	3	3
765056	human papillomavirus 124	serotype	337051	AP-DNA-1	1	1
765056	human papillomavirus 124	serotype	337051	AP-DNA-15	3	3
765056	human papillomavirus 124	serotype	337051	AP-DNA-5	2	2
765056	human papillomavirus 124	serotype	337051	AP-RNA-13	1	1
765056	human papillomavirus 124	serotype	337051	AP-RNA-7	1	1
765056	human papillomavirus 124	serotype	337051	AP-DNA-16	4	4
858367	Astrovirus MLB1 HK05	no rank	568715	AP-RNA-11	1	1
862909	Trichodysplasia spinulosa-associated polyomavirus	no rank	1891727	AP-DNA-2	3	3
862909	Trichodysplasia spinulosa-associated polyomavirus	no rank	1891727	AP-DNA-7	2	2
862909	Trichodysplasia spinulosa-associated polyomavirus	no rank	1891727	AP-RNA-3	1	1
862909	Trichodysplasia spinulosa-associated polyomavirus	no rank	1891727	AP-DNA-1	2	2
862909	Trichodysplasia spinulosa-associated polyomavirus	no rank	1891727	AP-RNA-13	1	1
862909	Trichodysplasia spinulosa-associated polyomavirus	no rank	1891727	AP-RNA-2	4	4
909328	Human papillomavirus 149	serotype	1175849	AP-DNA-11	1	1
909329	Human papillomavirus 130	serotype	1175852	AP-DNA-6	1	1
909329	Human papillomavirus 130	serotype	1175852	AP-RNA-2	1	1
909329	Human papillomavirus 130	serotype	1175852	AP-RNA-7	1	1
909330	Human papillomavirus type 131	serotype	1513259	AP-DNA-3	1	1
909331	Human papillomavirus 132	serotype	1513257	AP-DNA-6	4	4
909331	Human papillomavirus 132	serotype	1513257	AP-RNA-6	1	1
909332	Human papillomavirus 133	serotype	1175852	AP-DNA-9	1	1
909332	Human papillomavirus 133	serotype	1175852	AP-RNA-7	1	1
909333	Human papillomavirus 134	serotype	1175849	AP-DNA-6	2	2
909333	Human papillomavirus 134	serotype	1175849	AP-RNA-5	3	3
909333	Human papillomavirus 134	serotype	1175849	AP-DNA-8	1	1
909333	Human papillomavirus 134	serotype	1175849	AP-DNA-3	1	1
909333	Human papillomavirus 134	serotype	1175849	AP-DNA-1	1	1
909333	Human papillomavirus 134	serotype	1175849	AP-RNA-1	1	1
909333	Human papillomavirus 134	serotype	1175849	AP-RNA-12	1	1
909333	Human papillomavirus 134	serotype	1175849	AP-RNA-2	1	1
915426	Human papillomavirus 109	serotype	1175849	AP-DNA-10	1	1
915426	Human papillomavirus 109	serotype	1175849	AP-DNA-9	4	4
915426	Human papillomavirus 109	serotype	1175849	AP-RNA-9	1	1
915427	Human papillomavirus type 112	serotype	1175850	AP-DNA-11	1	1
915427	Human papillomavirus type 112	serotype	1175850	AP-RNA-3	1	1
915429	Human papillomavirus 121	serotype	1175852	AP-DNA-9	1	1
915429	Human papillomavirus 121	serotype	1175852	AP-RNA-9	1	1
927771	human papillomavirus 118	serotype	337051	AP-DNA-10	3	3
927771	human papillomavirus 118	serotype	337051	AP-DNA-11	1	1
927771	human papillomavirus 118	serotype	337051	AP-DNA-13	1	1
927771	human papillomavirus 118	serotype	337051	AP-DNA-2	1	1
927771	human papillomavirus 118	serotype	337051	AP-DNA-7	2	2
927771	human papillomavirus 118	serotype	337051	AP-RNA-3	2	2
927771	human papillomavirus 118	serotype	337051	AP-RNA-5	11	11
927771	human papillomavirus 118	serotype	337051	AP-DNA-8	1	1
927771	human papillomavirus 118	serotype	337051	AP-DNA-3	1	1
927771	human papillomavirus 118	serotype	337051	AP-DNA-5	2	2
927771	human papillomavirus 118	serotype	337051	AP-RNA-11	2	2
927771	human papillomavirus 118	serotype	337051	AP-RNA-12	3	3
927771	human papillomavirus 118	serotype	337051	AP-RNA-13	1	1
927771	human papillomavirus 118	serotype	337051	AP-RNA-6	1	1
931209	Human papillomavirus type 128	serotype	1513258	AP-DNA-10	1	1
931209	Human papillomavirus type 128	serotype	1513258	AP-DNA-2	0	1
931209	Human papillomavirus type 128	serotype	1513258	AP-RNA-5	2	2
931209	Human papillomavirus type 128	serotype	1513258	AP-DNA-8	1	1
931209	Human papillomavirus type 128	serotype	1513258	AP-DNA-3	0	1
931210	Human papillomavirus type 129	serotype	1175851	AP-DNA-10	4	4
931210	Human papillomavirus type 129	serotype	1175851	AP-DNA-7	1	1
931210	Human papillomavirus type 129	serotype	1175851	AP-DNA-4	1	1
931210	Human papillomavirus type 129	serotype	1175851	AP-DNA-3	1	1
931210	Human papillomavirus type 129	serotype	1175851	AP-RNA-1	1	1
931210	Human papillomavirus type 129	serotype	1175851	AP-DNA-5	1	1
931210	Human papillomavirus type 129	serotype	1175851	AP-RNA-4	1	1
931210	Human papillomavirus type 129	serotype	1175851	AP-RNA-8	1	1
942038	Human papillomavirus 148	serotype	1513257	AP-DNA-10	4	4
942038	Human papillomavirus 148	serotype	1513257	AP-DNA-11	1	1
942038	Human papillomavirus 148	serotype	1513257	AP-DNA-2	2	2
942038	Human papillomavirus 148	serotype	1513257	AP-DNA-6	1	1
942038	Human papillomavirus 148	serotype	1513257	AP-DNA-7	8	8
942038	Human papillomavirus 148	serotype	1513257	AP-RNA-5	5	5
942038	Human papillomavirus 148	serotype	1513257	AP-DNA-12	1	1
942038	Human papillomavirus 148	serotype	1513257	AP-DNA-4	1	1
942038	Human papillomavirus 148	serotype	1513257	AP-DNA-5	2	2
942038	Human papillomavirus 148	serotype	1513257	AP-RNA-7	1	1
942038	Human papillomavirus 148	serotype	1513257	AP-RNA-9	3	3
944644	Marseilleviridae	family	2732555	AP-RNA-5	0	1
944644	Marseilleviridae	family	2732555	AP-RNA-4	0	1
944645	Senegalvirus marseillevirus	species	1513458	AP-RNA-5	1	1
944645	Senegalvirus marseillevirus	species	1513458	AP-RNA-4	1	1
990302	Human papillomavirus 152	serotype	337051	AP-DNA-10	1	1
990302	Human papillomavirus 152	serotype	337051	AP-DNA-13	1	1
990302	Human papillomavirus 152	serotype	337051	AP-DNA-12	1	1
990302	Human papillomavirus 152	serotype	337051	AP-DNA-3	2	2
990302	Human papillomavirus 152	serotype	337051	AP-DNA-15	4	4
990302	Human papillomavirus 152	serotype	337051	AP-RNA-14	1	1
990302	Human papillomavirus 152	serotype	337051	AP-RNA-6	1	1
1033850	rhinovirus A103	serotype	147711	AP-RNA-4	1	1
1055684	Human papillomavirus 126	serotype	1513256	AP-DNA-11	1	1
1055684	Human papillomavirus 126	serotype	1513256	AP-DNA-7	1	1
1055684	Human papillomavirus 126	serotype	1513256	AP-RNA-4	1	1
1055684	Human papillomavirus 126	serotype	1513256	AP-RNA-9	1	1
1070408	Human papillomavirus 135	serotype	1513260	AP-RNA-4	1	1
1070409	Human papillomavirus 136	serotype	1513256	AP-DNA-2	1	1
1070409	Human papillomavirus 136	serotype	1513256	AP-DNA-9	1	1
1070409	Human papillomavirus 136	serotype	1513256	AP-RNA-8	1	1
1070410	Human papillomavirus type 137	serotype	1513261	AP-DNA-10	1	1
1070410	Human papillomavirus type 137	serotype	1513261	AP-DNA-11	2	2
1070410	Human papillomavirus type 137	serotype	1513261	AP-DNA-2	2	2
1070410	Human papillomavirus type 137	serotype	1513261	AP-DNA-6	1	1
1070410	Human papillomavirus type 137	serotype	1513261	AP-DNA-4	1	1
1070410	Human papillomavirus type 137	serotype	1513261	AP-RNA-10	1	1
1070410	Human papillomavirus type 137	serotype	1513261	AP-RNA-11	1	1
1070410	Human papillomavirus type 137	serotype	1513261	AP-RNA-2	1	1
1070410	Human papillomavirus type 137	serotype	1513261	AP-RNA-6	5	5
1070413	Human papillomavirus 140	serotype	1513256	AP-RNA-1	1	1
1070415	Human papillomavirus 142	serotype	1175852	AP-DNA-9	3	3
1070415	Human papillomavirus 142	serotype	1175852	AP-RNA-4	1	1
1070416	Human papillomavirus 143	serotype	337051	AP-DNA-13	1	1
1070416	Human papillomavirus 143	serotype	337051	AP-DNA-6	3	3
1070416	Human papillomavirus 143	serotype	337051	AP-DNA-7	1	1
1070416	Human papillomavirus 143	serotype	337051	AP-DNA-5	1	1
1070416	Human papillomavirus 143	serotype	337051	AP-RNA-4	1	1
1070416	Human papillomavirus 143	serotype	337051	AP-RNA-6	4	4
1070416	Human papillomavirus 143	serotype	337051	AP-RNA-7	2	2
1070416	Human papillomavirus 143	serotype	337051	AP-RNA-8	1	1
1070416	Human papillomavirus 143	serotype	337051	AP-RNA-9	1	1
1070418	Human papillomavirus 145	serotype	333924	AP-RNA-3	1	1
1070418	Human papillomavirus 145	serotype	333924	AP-DNA-3	2	2
1070418	Human papillomavirus 145	serotype	333924	AP-DNA-1	28	28
1070418	Human papillomavirus 145	serotype	333924	AP-RNA-1	8	8
1070419	Human papillomavirus 146	serotype	1513260	AP-DNA-2	1	1
1070419	Human papillomavirus 146	serotype	1513260	AP-DNA-6	1	1
1070419	Human papillomavirus 146	serotype	1513260	AP-RNA-5	1	1
1070419	Human papillomavirus 146	serotype	1513260	AP-DNA-4	5	5
1070419	Human papillomavirus 146	serotype	1513260	AP-DNA-8	1	1
1070419	Human papillomavirus 146	serotype	1513260	AP-DNA-3	1	1
1070419	Human papillomavirus 146	serotype	1513260	AP-RNA-12	1	1
1070419	Human papillomavirus 146	serotype	1513260	AP-RNA-14	1	1
1070419	Human papillomavirus 146	serotype	1513260	AP-RNA-4	5	5
1070420	human papillomavirus 147	serotype	1175850	AP-DNA-7	1	1
1070420	human papillomavirus 147	serotype	1175850	AP-RNA-3	1	1
1070420	human papillomavirus 147	serotype	1175850	AP-DNA-1	1	1
1070420	human papillomavirus 147	serotype	1175850	AP-DNA-5	2	2
1070420	human papillomavirus 147	serotype	1175850	AP-RNA-7	2	2
1108925	Human bocavirus isolate SH1	no rank	329641	AP-DNA-2	1	1
1108925	Human bocavirus isolate SH1	no rank	329641	AP-DNA-4	1	1
1108925	Human bocavirus isolate SH1	no rank	329641	AP-DNA-3	1	1
1108925	Human bocavirus isolate SH1	no rank	329641	AP-RNA-1	1	1
1108925	Human bocavirus isolate SH1	no rank	329641	AP-DNA-5	1	1
1108925	Human bocavirus isolate SH1	no rank	329641	AP-RNA-12	1	1
1108925	Human bocavirus isolate SH1	no rank	329641	AP-RNA-2	1	1
1108925	Human bocavirus isolate SH1	no rank	329641	AP-RNA-6	1	1
1108925	Human bocavirus isolate SH1	no rank	329641	AP-RNA-7	1	1
1108925	Human bocavirus isolate SH1	no rank	329641	AP-RNA-8	1	1
1108926	Human bocavirus isolate SH2	no rank	329641	AP-DNA-13	1	1
1108926	Human bocavirus isolate SH2	no rank	329641	AP-RNA-5	2	2
1108926	Human bocavirus isolate SH2	no rank	329641	AP-DNA-9	1	1
1108926	Human bocavirus isolate SH2	no rank	329641	AP-DNA-1	1	1
1108926	Human bocavirus isolate SH2	no rank	329641	AP-DNA-5	1	1
1108926	Human bocavirus isolate SH2	no rank	329641	AP-RNA-12	1	1
1108926	Human bocavirus isolate SH2	no rank	329641	AP-RNA-9	1	1
1108927	Human bocavirus isolate SH3	no rank	573977	AP-RNA-10	8	8
1108927	Human bocavirus isolate SH3	no rank	573977	AP-RNA-11	1	1
1110710	human papillomavirus 153	serotype	1513258	AP-DNA-5	1	1
1165934	Human papillomavirus 155	serotype	1175849	AP-DNA-1	1	1
1175849	Gammapapillomavirus 7	species	325455	AP-DNA-10	0	1
1175849	Gammapapillomavirus 7	species	325455	AP-DNA-11	0	1
1175849	Gammapapillomavirus 7	species	325455	AP-DNA-6	0	2
1175849	Gammapapillomavirus 7	species	325455	AP-RNA-5	0	3
1175849	Gammapapillomavirus 7	species	325455	AP-DNA-8	0	2
1175849	Gammapapillomavirus 7	species	325455	AP-DNA-9	0	4
1175849	Gammapapillomavirus 7	species	325455	AP-DNA-3	0	1
1175849	Gammapapillomavirus 7	species	325455	AP-DNA-1	0	2
1175849	Gammapapillomavirus 7	species	325455	AP-RNA-1	0	1
1175849	Gammapapillomavirus 7	species	325455	AP-RNA-12	0	1
1175849	Gammapapillomavirus 7	species	325455	AP-RNA-2	0	1
1175849	Gammapapillomavirus 7	species	325455	AP-RNA-9	0	1
1175850	Gammapapillomavirus 8	species	325455	AP-DNA-11	0	1
1175850	Gammapapillomavirus 8	species	325455	AP-DNA-14	0	1
1175850	Gammapapillomavirus 8	species	325455	AP-DNA-7	0	1
1175850	Gammapapillomavirus 8	species	325455	AP-RNA-3	0	2
1175850	Gammapapillomavirus 8	species	325455	AP-DNA-4	0	1
1175850	Gammapapillomavirus 8	species	325455	AP-DNA-1	0	1
1175850	Gammapapillomavirus 8	species	325455	AP-RNA-1	0	1
1175850	Gammapapillomavirus 8	species	325455	AP-DNA-5	0	3
1175850	Gammapapillomavirus 8	species	325455	AP-RNA-12	0	1
1175850	Gammapapillomavirus 8	species	325455	AP-RNA-7	0	2
1175851	Gammapapillomavirus 9	species	325455	AP-DNA-10	0	4
1175851	Gammapapillomavirus 9	species	325455	AP-DNA-7	0	1
1175851	Gammapapillomavirus 9	species	325455	AP-DNA-4	0	1
1175851	Gammapapillomavirus 9	species	325455	AP-DNA-3	0	1
1175851	Gammapapillomavirus 9	species	325455	AP-RNA-1	0	1
1175851	Gammapapillomavirus 9	species	325455	AP-DNA-5	0	1
1175851	Gammapapillomavirus 9	species	325455	AP-RNA-4	0	1
1175851	Gammapapillomavirus 9	species	325455	AP-RNA-8	0	1
1175852	Gammapapillomavirus 10	species	325455	AP-DNA-6	0	1
1175852	Gammapapillomavirus 10	species	325455	AP-DNA-9	0	5
1175852	Gammapapillomavirus 10	species	325455	AP-RNA-2	0	1
1175852	Gammapapillomavirus 10	species	325455	AP-RNA-4	0	1
1175852	Gammapapillomavirus 10	species	325455	AP-RNA-7	0	2
1175852	Gammapapillomavirus 10	species	325455	AP-RNA-9	0	1
1195796	Human papillomavirus 154	serotype	1513256	AP-DNA-7	1	1
1195796	Human papillomavirus 154	serotype	1513256	AP-DNA-12	1	1
1195796	Human papillomavirus 154	serotype	1513256	AP-DNA-8	1	1
1203539	MW polyomavirus	no rank	1208309	AP-DNA-10	3	3
1203539	MW polyomavirus	no rank	1208309	AP-DNA-11	1	1
1203539	MW polyomavirus	no rank	1208309	AP-DNA-2	7	7
1203539	MW polyomavirus	no rank	1208309	AP-DNA-6	2	2
1203539	MW polyomavirus	no rank	1208309	AP-DNA-7	1	1
1203539	MW polyomavirus	no rank	1208309	AP-RNA-3	3	3
1203539	MW polyomavirus	no rank	1208309	AP-RNA-5	1	1
1203539	MW polyomavirus	no rank	1208309	AP-DNA-8	4	4
1203539	MW polyomavirus	no rank	1208309	AP-DNA-9	5	5
1203539	MW polyomavirus	no rank	1208309	AP-DNA-3	3	3
1203539	MW polyomavirus	no rank	1208309	AP-DNA-1	9	9
1203539	MW polyomavirus	no rank	1208309	AP-RNA-1	4	4
1203539	MW polyomavirus	no rank	1208309	AP-DNA-5	2	2
1203539	MW polyomavirus	no rank	1208309	AP-RNA-11	1	1
1203539	MW polyomavirus	no rank	1208309	AP-RNA-12	1	1
1203539	MW polyomavirus	no rank	1208309	AP-RNA-13	1	1
1203539	MW polyomavirus	no rank	1208309	AP-RNA-2	4	4
1203539	MW polyomavirus	no rank	1208309	AP-RNA-4	1	1
1203539	MW polyomavirus	no rank	1208309	AP-RNA-7	2	2
1203539	MW polyomavirus	no rank	1208309	AP-RNA-8	1	1
1203539	MW polyomavirus	no rank	1208309	AP-RNA-9	1	1
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-10	7	10
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-11	8	9
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-13	13	13
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-14	4	4
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-2	41	48
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-6	12	14
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-7	19	20
1208309	Deltapolyomavirus decihominis	species	1891715	AP-RNA-3	20	23
1208309	Deltapolyomavirus decihominis	species	1891715	AP-RNA-5	10	11
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-12	10	10
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-4	7	7
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-8	8	12
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-9	6	11
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-3	41	44
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-1	39	48
1208309	Deltapolyomavirus decihominis	species	1891715	AP-RNA-1	11	15
1208309	Deltapolyomavirus decihominis	species	1891715	AP-DNA-5	9	11
1208309	Deltapolyomavirus decihominis	species	1891715	AP-RNA-11	6	7
1208309	Deltapolyomavirus decihominis	species	1891715	AP-RNA-12	5	6
1208309	Deltapolyomavirus decihominis	species	1891715	AP-RNA-13	5	6
1208309	Deltapolyomavirus decihominis	species	1891715	AP-RNA-2	18	22
1208309	Deltapolyomavirus decihominis	species	1891715	AP-RNA-4	16	17
1208309	Deltapolyomavirus decihominis	species	1891715	AP-RNA-6	7	7
1208309	Deltapolyomavirus decihominis	species	1891715	AP-RNA-7	10	12
1208309	Deltapolyomavirus decihominis	species	1891715	AP-RNA-8	10	11
1208309	Deltapolyomavirus decihominis	species	1891715	AP-RNA-9	2	3
1209820	Human papillomavirus 159	serotype	333924	AP-DNA-10	6	6
1209820	Human papillomavirus 159	serotype	333924	AP-DNA-13	1	1
1209820	Human papillomavirus 159	serotype	333924	AP-DNA-9	1	1
1209820	Human papillomavirus 159	serotype	333924	AP-DNA-3	1	1
1209820	Human papillomavirus 159	serotype	333924	AP-DNA-1	5	5
1209820	Human papillomavirus 159	serotype	333924	AP-RNA-1	5	5
1209820	Human papillomavirus 159	serotype	333924	AP-RNA-6	1	1
1209820	Human papillomavirus 159	serotype	333924	AP-RNA-8	1	1
1209820	Human papillomavirus 159	serotype	333924	AP-RNA-9	1	1
1219376	rhinovirus C2	serotype	463676	AP-RNA-8	15	15
1219381	rhinovirus A101	serotype	147711	AP-RNA-10	4	4
1219381	rhinovirus A101	serotype	147711	AP-RNA-9	3	3
1219405	rhinovirus C32	serotype	463676	AP-RNA-11	1	1
1219419	rhinovirus C10	serotype	463676	AP-RNA-5	3	3
1231709	MX polyomavirus	species	1723728	AP-DNA-10	6	6
1231709	MX polyomavirus	species	1723728	AP-DNA-11	4	4
1231709	MX polyomavirus	species	1723728	AP-DNA-13	5	5
1231709	MX polyomavirus	species	1723728	AP-DNA-14	1	1
1231709	MX polyomavirus	species	1723728	AP-DNA-2	24	24
1231709	MX polyomavirus	species	1723728	AP-DNA-6	5	5
1231709	MX polyomavirus	species	1723728	AP-DNA-7	8	8
1231709	MX polyomavirus	species	1723728	AP-RNA-3	3	3
1231709	MX polyomavirus	species	1723728	AP-RNA-5	3	3
1231709	MX polyomavirus	species	1723728	AP-DNA-12	1	1
1231709	MX polyomavirus	species	1723728	AP-DNA-4	8	8
1231709	MX polyomavirus	species	1723728	AP-DNA-8	8	8
1231709	MX polyomavirus	species	1723728	AP-DNA-9	3	3
1231709	MX polyomavirus	species	1723728	AP-DNA-3	21	21
1231709	MX polyomavirus	species	1723728	AP-DNA-1	16	16
1231709	MX polyomavirus	species	1723728	AP-RNA-1	14	14
1231709	MX polyomavirus	species	1723728	AP-DNA-15	2	2
1231709	MX polyomavirus	species	1723728	AP-DNA-5	5	5
1231709	MX polyomavirus	species	1723728	AP-RNA-12	4	4
1231709	MX polyomavirus	species	1723728	AP-RNA-13	2	2
1231709	MX polyomavirus	species	1723728	AP-RNA-2	8	8
1231709	MX polyomavirus	species	1723728	AP-RNA-4	4	4
1231709	MX polyomavirus	species	1723728	AP-RNA-6	1	1
1231709	MX polyomavirus	species	1723728	AP-RNA-7	8	8
1231709	MX polyomavirus	species	1723728	AP-RNA-8	5	5
1239565	Mamastrovirus 1	species	249588	AP-RNA-5	1	2
1239565	Mamastrovirus 1	species	249588	AP-RNA-4	1	1
1240004	rhinovirus C11	serotype	463676	AP-RNA-10	5	5
1240004	rhinovirus C11	serotype	463676	AP-RNA-11	1	1
1248396	Human papillomavirus type 156	serotype	1513263	AP-DNA-10	3	3
1248396	Human papillomavirus type 156	serotype	1513263	AP-RNA-6	1	1
1277649	STL polyomavirus	no rank	1891745	AP-DNA-11	1	1
1277649	STL polyomavirus	no rank	1891745	AP-DNA-2	20	20
1277649	STL polyomavirus	no rank	1891745	AP-DNA-6	1	1
1277649	STL polyomavirus	no rank	1891745	AP-DNA-7	1	1
1277649	STL polyomavirus	no rank	1891745	AP-RNA-5	1	1
1277649	STL polyomavirus	no rank	1891745	AP-DNA-9	2	2
1277649	STL polyomavirus	no rank	1891745	AP-DNA-3	7	7
1277649	STL polyomavirus	no rank	1891745	AP-DNA-1	8	8
1277649	STL polyomavirus	no rank	1891745	AP-RNA-1	3	3
1277649	STL polyomavirus	no rank	1891745	AP-DNA-5	4	4
1277649	STL polyomavirus	no rank	1891745	AP-RNA-11	1	1
1277649	STL polyomavirus	no rank	1891745	AP-RNA-12	2	2
