taxid	name	rank	parent_taxid	sample	n_reads_direct	n_reads_clade
427343	unknown virus	serotype	333924	AP-DNA-4	1	1
427343	unknown virus	serotype	333924	AP-DNA-8	2	2
427343	unknown virus	serotype	333924	AP-DNA-9	230	230
427343	unknown virus	serotype	333924	AP-DNA-1	4	4
427343	unknown virus	serotype	333924	AP-DNA-5	1	1
427343	unknown virus	serotype	333924	AP-RNA-10	2	2
427343	unknown virus	serotype	333924	AP-RNA-12	1	1
427343	unknown virus	serotype	333924	AP-RNA-2	1	1
427343	unknown virus	serotype	333924	AP-RNA-7	3	3
427343	unknown virus	serotype	333924	AP-RNA-8	2	2
427343	unknown virus	serotype	333924	AP-RNA-9	88	88
430048	unknown virus	no rank	329641	AP-DNA-14	1	1
430048	unknown virus	no rank	329641	AP-DNA-2	2	2
430048	unknown virus	no rank	329641	AP-DNA-3	1	1
430048	unknown virus	no rank	329641	AP-DNA-1	1	1
430048	unknown virus	no rank	329641	AP-RNA-1	1	1
430048	unknown virus	no rank	329641	AP-RNA-13	1	1
430048	unknown virus	no rank	329641	AP-RNA-4	2	2
430048	unknown virus	no rank	329641	AP-RNA-6	1	1
430048	unknown virus	no rank	329641	AP-RNA-7	1	1
440266	unknown virus	no rank	1891765	AP-DNA-10	3	3
440266	unknown virus	no rank	1891765	AP-DNA-14	2	2
440266	unknown virus	no rank	1891765	AP-DNA-2	10	10
440266	unknown virus	no rank	1891765	AP-RNA-3	1	1
440266	unknown virus	no rank	1891765	AP-DNA-12	4	4
440266	unknown virus	no rank	1891765	AP-DNA-4	2	2
440266	unknown virus	no rank	1891765	AP-DNA-3	6	6
440266	unknown virus	no rank	1891765	AP-DNA-1	10	10
440266	unknown virus	no rank	1891765	AP-DNA-5	2	2
440266	unknown virus	no rank	1891765	AP-RNA-11	2	2
440266	unknown virus	no rank	1891765	AP-RNA-12	1	1
440266	unknown virus	no rank	1891765	AP-RNA-2	3	3
440266	unknown virus	no rank	1891765	AP-RNA-6	1	1
440266	unknown virus	no rank	1891765	AP-RNA-8	1	1
444473	unknown virus	no rank	329641	AP-DNA-11	1	1
444473	unknown virus	no rank	329641	AP-DNA-13	1	1
444473	unknown virus	no rank	329641	AP-RNA-5	1	1
444473	unknown virus	no rank	329641	AP-DNA-4	1	1
444473	unknown virus	no rank	329641	AP-RNA-1	1	1
444473	unknown virus	no rank	329641	AP-RNA-6	1	1
463676	unknown virus	species	12059	AP-RNA-5	0	3
463676	unknown virus	species	12059	AP-RNA-1	0	12
463676	unknown virus	species	12059	AP-RNA-10	0	5
463676	unknown virus	species	12059	AP-RNA-11	0	2
463676	unknown virus	species	12059	AP-RNA-13	0	1
463676	unknown virus	species	12059	AP-RNA-2	0	5
463676	unknown virus	species	12059	AP-RNA-8	0	15
464095	unknown virus	order	2732506	AP-RNA-3	0	1
464095	unknown virus	order	2732506	AP-RNA-5	0	3
464095	unknown virus	order	2732506	AP-RNA-1	0	13
464095	unknown virus	order	2732506	AP-RNA-10	0	11
464095	unknown virus	order	2732506	AP-RNA-11	0	2
464095	unknown virus	order	2732506	AP-RNA-13	0	1
464095	unknown virus	order	2732506	AP-RNA-2	0	5
464095	unknown virus	order	2732506	AP-RNA-4	0	1
464095	unknown virus	order	2732506	AP-RNA-6	0	3
464095	unknown virus	order	2732506	AP-RNA-8	0	17
464095	unknown virus	order	2732506	AP-RNA-9	0	4
471358	unknown virus	no rank	333753	AP-DNA-13	1	1
471358	unknown virus	no rank	333753	AP-DNA-6	1	1
471358	unknown virus	no rank	333753	AP-RNA-3	1	1
471358	unknown virus	no rank	333753	AP-DNA-4	3	3
471358	unknown virus	no rank	333753	AP-DNA-3	4	4
471358	unknown virus	no rank	333753	AP-DNA-1	6	6
471358	unknown virus	no rank	333753	AP-RNA-1	2	2
479952	unknown virus	no rank	150080	AP-RNA-1	1	1
493803	unknown virus	no rank	1891726	AP-DNA-10	1	1
493803	unknown virus	no rank	1891726	AP-DNA-13	5	5
493803	unknown virus	no rank	1891726	AP-DNA-14	2	2
493803	unknown virus	no rank	1891726	AP-DNA-7	1	1
493803	unknown virus	no rank	1891726	AP-RNA-3	1	1
493803	unknown virus	no rank	1891726	AP-RNA-5	1	1
493803	unknown virus	no rank	1891726	AP-DNA-8	1	1
493803	unknown virus	no rank	1891726	AP-DNA-5	1	1
493803	unknown virus	no rank	1891726	AP-RNA-12	2	2
493803	unknown virus	no rank	1891726	AP-RNA-13	4	4
493803	unknown virus	no rank	1891726	AP-RNA-2	2	2
493803	unknown virus	no rank	1891726	AP-RNA-7	1	1
509154	unknown virus	no rank	61673	AP-DNA-11	1	1
509154	unknown virus	no rank	61673	AP-DNA-7	1	1
509154	unknown virus	no rank	61673	AP-DNA-1	1	1
518628	unknown virus	serotype	333924	AP-DNA-10	1	1
518628	unknown virus	serotype	333924	AP-DNA-13	0	1
518628	unknown virus	serotype	333924	AP-DNA-2	2	2
518628	unknown virus	serotype	333924	AP-DNA-12	1	1
518628	unknown virus	serotype	333924	AP-DNA-4	1	4
518628	unknown virus	serotype	333924	AP-DNA-8	24	59
518628	unknown virus	serotype	333924	AP-DNA-9	1	2
518628	unknown virus	serotype	333924	AP-DNA-1	2	4
518628	unknown virus	serotype	333924	AP-DNA-5	0	1
518628	unknown virus	serotype	333924	AP-RNA-13	0	2
518628	unknown virus	serotype	333924	AP-RNA-2	0	2
518628	unknown virus	serotype	333924	AP-RNA-4	2	5
518628	unknown virus	serotype	333924	AP-RNA-8	10	27
518628	unknown virus	serotype	333924	AP-RNA-9	1	1
518629	unknown virus	serotype	333924	AP-DNA-10	3	3
518629	unknown virus	serotype	333924	AP-DNA-2	1	1
518629	unknown virus	serotype	333924	AP-DNA-6	1	1
518629	unknown virus	serotype	333924	AP-RNA-5	1	1
518629	unknown virus	serotype	333924	AP-DNA-4	1	1
518629	unknown virus	serotype	333924	AP-DNA-3	2	2
518629	unknown virus	serotype	333924	AP-DNA-1	3	3
518629	unknown virus	serotype	333924	AP-RNA-1	1	1
518629	unknown virus	serotype	333924	AP-DNA-5	13	13
518629	unknown virus	serotype	333924	AP-RNA-7	1	1
518629	unknown virus	serotype	333924	AP-RNA-8	1	1
518629	unknown virus	serotype	333924	AP-RNA-9	1	1
518629	unknown virus	serotype	333924	AP-DNA-16	2	2
518630	unknown virus	serotype	333924	AP-DNA-10	1	1
518630	unknown virus	serotype	333924	AP-DNA-11	1	1
518630	unknown virus	serotype	333924	AP-DNA-6	2	2
518630	unknown virus	serotype	333924	AP-DNA-4	1	1
518630	unknown virus	serotype	333924	AP-DNA-8	2	2
518630	unknown virus	serotype	333924	AP-DNA-9	1	1
518630	unknown virus	serotype	333924	AP-DNA-1	3	3
518630	unknown virus	serotype	333924	AP-DNA-5	1	1
518630	unknown virus	serotype	333924	AP-RNA-11	1	1
518630	unknown virus	serotype	333924	AP-RNA-6	1	1
518630	unknown virus	serotype	333924	AP-RNA-8	1	1
526119	unknown virus	no rank	249588	AP-RNA-11	0	1
548681	unknown virus	order	2731363	AP-DNA-10	0	829
548681	unknown virus	order	2731363	AP-DNA-11	0	344
548681	unknown virus	order	2731363	AP-DNA-13	0	406
548681	unknown virus	order	2731363	AP-DNA-14	0	51
548681	unknown virus	order	2731363	AP-DNA-2	0	1930
548681	unknown virus	order	2731363	AP-DNA-6	0	288
548681	unknown virus	order	2731363	AP-DNA-7	0	278
548681	unknown virus	order	2731363	AP-RNA-3	0	58
548681	unknown virus	order	2731363	AP-RNA-5	0	22
548681	unknown virus	order	2731363	AP-DNA-12	0	208
548681	unknown virus	order	2731363	AP-DNA-4	0	185
548681	unknown virus	order	2731363	AP-DNA-8	0	131
548681	unknown virus	order	2731363	AP-DNA-9	0	417
548681	unknown virus	order	2731363	AP-DNA-3	0	770
548681	unknown virus	order	2731363	AP-DNA-1	0	1648
548681	unknown virus	order	2731363	AP-RNA-1	0	133
548681	unknown virus	order	2731363	AP-DNA-15	0	4
548681	unknown virus	order	2731363	AP-DNA-5	0	308
548681	unknown virus	order	2731363	AP-RNA-10	0	28
548681	unknown virus	order	2731363	AP-RNA-11	0	16
548681	unknown virus	order	2731363	AP-RNA-12	0	14
548681	unknown virus	order	2731363	AP-RNA-13	0	29
548681	unknown virus	order	2731363	AP-RNA-14	0	6
548681	unknown virus	order	2731363	AP-RNA-2	0	167
548681	unknown virus	order	2731363	AP-RNA-4	0	24
548681	unknown virus	order	2731363	AP-RNA-6	0	26
548681	unknown virus	order	2731363	AP-RNA-7	0	16
548681	unknown virus	order	2731363	AP-RNA-8	0	13
548681	unknown virus	order	2731363	AP-RNA-9	0	25
563190	unknown virus	no rank	518628	AP-DNA-13	1	1
563190	unknown virus	no rank	518628	AP-DNA-4	3	3
563190	unknown virus	no rank	518628	AP-DNA-8	35	35
563190	unknown virus	no rank	518628	AP-DNA-9	1	1
563190	unknown virus	no rank	518628	AP-DNA-1	2	2
563190	unknown virus	no rank	518628	AP-DNA-5	1	1
563190	unknown virus	no rank	518628	AP-RNA-13	2	2
563190	unknown virus	no rank	518628	AP-RNA-2	2	2
563190	unknown virus	no rank	518628	AP-RNA-4	3	3
563190	unknown virus	no rank	518628	AP-RNA-8	17	17
568715	unknown virus	species	526119	AP-RNA-11	0	1
573977	unknown virus	no rank	1511872	AP-RNA-10	0	8
573977	unknown virus	no rank	1511872	AP-RNA-11	0	1
585097	unknown virus	serotype	129951	AP-DNA-1	1	1
587347	unknown virus	serotype	337051	AP-RNA-3	1	1
587347	unknown virus	serotype	337051	AP-DNA-12	1	1
587347	unknown virus	serotype	337051	AP-DNA-8	1	1
587348	unknown virus	serotype	337051	AP-DNA-14	1	1
587349	unknown virus	serotype	333924	AP-DNA-6	1	1
587349	unknown virus	serotype	333924	AP-DNA-9	2	2
